City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Jaipur,Fashion,T-Shirt,2.0,5057,10114,2025-12-16
Surat,Home Appliances,Fan,19.0,7408,140752,2025-12-17
Kochi,Home Appliances,Air Cooler,24.0,4587,110088,2025-03-16
Kochi,Accessories,Mouse,6.0,2701,16206,2025-11-03
Bhopal,Fashion,Shoes,36.0,6367,25801,2025-07-07
Hyderabad,Home Appliances,Fan,14.0,5366,75124,2025-05-01
Bhopal,Fashion,Jeans,37.0,2904,107448,2025-02-07
Bhopal,Accessories,Mouse,18.0,3391,42531,2025-11-12
Kochi,Home Appliances,Fan,35.0,6509,26069,2025-08-05
Jaipur,Fashion,Shoes,32.0,390,12480,2025-01-09
Jaipur,Home Appliances,Air Cooler,39.0,7141,134337,2025-03-09
Delhi,Home Appliances,Fan,33.0,4168,137544,2025-11-22
Bengaluru,Fashion,Watch,13.0,7294,2828,2025-10-23
Lucknow,Home Appliances,Fan,7.0,4814,9739,2025-10-03
Hyderabad,Fashion,Watch,39.0,1550,54860,2025-06-25
Bhopal,Electronics,Smartphone,5.0,4985,24925,2025-02-11
Delhi,Accessories,Headphones,25.0,7540,188500,2025-10-16
Delhi,Home Appliances,Mixer,32.0,2591,82912,2025-04-13
Lucknow,Home Appliances,Mixer,11.0,5712,18377,2025-05-06
Kochi,Accessories,Mouse,13.0,6589,17288,2025-07-03
Kochi,Accessories,Headphones,40.0,3331,35992,2025-01-07
Bengaluru,Electronics,Monitor,7.0,5838,40702,2025-07-01
Mysuru,Electronics,Tablet,5.0,4698,23490,2025-11-27
Lucknow,Fashion,Shoes,14.0,4349,60886,2025-02-17
Jaipur,Electronics,Camera,35.0,2841,99435,2025-03-22
Pune,Accessories,Mouse,5.0,1970,9850,2025-03-12
Patna,Electronics,Camera,32.0,2314,74048,2025-05-06
Bengaluru,Home Appliances,Mixer,16.0,7609,121744,2025-02-10
Delhi,Electronics,Tablet,12.0,7942,19576,2025-07-10
Ahmedabad,Electronics,Camera,26.0,3803,98878,2025-04-06
Bengaluru,Home Appliances,Air Cooler,12.0,532,6384,2025-12-12
Bengaluru,Accessories,Speaker,21.0,1331,19406,2025-02-28
Bengaluru,Accessories,Keyboard,10.0,7551,52169,2025-05-20
Mumbai,Fashion,Watch,8.0,2096,10688,2025-04-17
Surat,Home Appliances,Air Cooler,16.0,2567,41072,2025-08-03
Lucknow,Accessories,Headphones,16.0,2980,47680,2025-10-11
Jaipur,Fashion,Watch,5.0,2781,13905,2025-11-12
Kochi,Electronics,Camera,7.0,3567,24969,2025-09-04
Chennai,Fashion,Shoes,34.0,7556,177202,2025-07-15
Mumbai,Electronics,Tablet,34.0,3131,106454,2025-08-12
Kochi,Electronics,Smartphone,7.0,3796,26572,2025-05-11
Pune,Fashion,Jeans,9.0,1739,15651,2025-10-25
Chennai,Electronics,Smartphone,40.0,4255,27275,2025-12-18
Chennai,Accessories,Speaker,28.0,2665,69366,2025-12-03
Mumbai,Accessories,Keyboard,40.0,1719,68760,2025-02-25
Bhopal,Electronics,Laptop,37.0,2336,86432,2025-09-03
Kochi,Fashion,T-Shirt,35.0,4098,104029,2025-04-01
Bengaluru,Home Appliances,Air Cooler,30.0,511,15330,2025-12-01
Chennai,Electronics,Smartphone,8.0,3433,27464,2025-03-27
Mysuru,Electronics,Laptop,21.0,1067,22407,2025-04-28
Kochi,Accessories,Speaker,25.0,306,7650,2025-02-20
Hyderabad,Electronics,Tablet,1.0,1784,1784,2025-06-16
Ahmedabad,Accessories,Headphones,21.0,5811,122031,2025-08-18
Mysuru,Electronics,Monitor,11.0,5328,58608,2025-05-25
Ahmedabad,Electronics,Camera,37.0,7412,158453,2025-04-17
Kolkata,Accessories,Speaker,7.0,1585,11095,2025-01-12
Ahmedabad,Accessories,Keyboard,19.0,1640,11050,2025-11-12
Mysuru,Home Appliances,Mixer,35.0,2693,94255,2025-12-16
Pune,Electronics,Camera,10.0,2889,28890,2025-04-05
Chennai,Home Appliances,Fan,13.0,495,6435,2025-01-14
Bengaluru,Fashion,Watch,15.0,585,8775,2025-05-27
Kochi,Home Appliances,Air Cooler,3.0,5647,16941,2025-09-05
Lucknow,Home Appliances,Air Cooler,22.0,2772,60984,2025-03-26
Mumbai,Home Appliances,Air Cooler,26.0,810,21060,2025-11-17
Ahmedabad,Accessories,Speaker,34.0,6902,22052,2025-08-09
Patna,Fashion,Jeans,20.0,629,12580,2025-09-28
Surat,Fashion,T-Shirt,33.0,5155,40364,2025-04-16
Mysuru,Home Appliances,Mixer,19.0,6973,132487,2025-06-12
Hyderabad,Electronics,Monitor,35.0,4954,170713,2025-12-12
Surat,Accessories,Speaker,12.0,5599,67188,2025-05-06
Kolkata,Accessories,Headphones,32.0,6067,181794,2025-01-03
Delhi,Accessories,Keyboard,40.0,448,17920,2025-03-22
Jaipur,Home Appliances,Mixer,24.0,825,19800,2025-06-23
Surat,Home Appliances,Mixer,30.0,4015,17466,2025-05-10
Delhi,Fashion,Jeans,9.0,2345,21105,2025-12-17
Jaipur,Home Appliances,Fan,31.0,2950,35810,2025-05-05
Mumbai,Electronics,Smartphone,24.0,4830,53628,2025-12-03
Jaipur,Accessories,Keyboard,3.0,3839,11517,2025-03-23
Surat,Electronics,Laptop,19.0,335,6365,2025-02-09
Kochi,Fashion,Shoes,35.0,1722,22334,2025-08-06
Ahmedabad,Accessories,Headphones,9.0,6730,60570,2025-10-28
Delhi,Home Appliances,Mixer,21.0,7325,153825,2025-02-21
Mysuru,Home Appliances,Fan,11.0,5686,62546,2025-02-28
Delhi,Fashion,T-Shirt,21.0,2532,53172,2025-12-23
Kolkata,Electronics,Smartphone,10.0,2079,20790,2025-01-25
Kolkata,Fashion,Jeans,11.0,6468,53537,2025-07-20
Mumbai,Electronics,Tablet,8.0,3693,29544,2025-07-27
Bhopal,Fashion,T-Shirt,28.0,6998,86569,2025-06-03
Mumbai,Home Appliances,Fan,3.0,268,804,2025-03-20
Chennai,Fashion,Watch,18.0,3861,40279,2025-11-14
Hyderabad,Electronics,Camera,33.0,2262,74646,2025-02-18
Mysuru,Accessories,Keyboard,10.0,3917,39170,2025-03-05
Pune,Electronics,Laptop,6.0,4487,26922,2025-10-11
Bhopal,Fashion,Shoes,6.0,2056,12336,2025-05-16
Mysuru,Accessories,Keyboard,14.0,3344,46816,2025-09-12
Mysuru,Fashion,Shoes,13.0,5715,74295,2025-09-03
Ahmedabad,Electronics,Smartphone,40.0,3812,90936,2025-01-08
Delhi,Accessories,Mouse,10.0,6566,50724,2025-03-24
Kolkata,Accessories,Mouse,22.0,898,19756,2025-07-16
Lucknow,Fashion,Jeans,24.0,6277,150648,2025-08-05
Patna,Home Appliances,Mixer,34.0,7483,91405,2025-11-23
Delhi,Accessories,Mouse,18.0,5286,95148,2025-10-05
Bengaluru,Fashion,Jeans,16.0,2282,36512,2025-10-13
Hyderabad,Home Appliances,Air Cooler,1.0,537,537,2025-12-09
Bengaluru,Electronics,Laptop,30.0,948,28440,2025-07-18
Bengaluru,Accessories,Headphones,40.0,1209,48360,2025-12-20
Kochi,Fashion,Jeans,19.0,2699,51281,2025-12-05
Pune,Accessories,Speaker,15.0,3228,48420,2025-08-02
Kolkata,Fashion,Jeans,34.0,7190,9678,2025-04-07
Mysuru,Electronics,Monitor,31.0,7192,216560,2025-05-17
Ahmedabad,Home Appliances,Fan,16.0,455,7280,2025-11-20
Mysuru,Fashion,Jeans,19.0,5572,105868,2025-07-02
Patna,Home Appliances,Mixer,36.0,4321,155556,2025-10-22
Bengaluru,Home Appliances,Mixer,40.0,5444,196663,2025-08-03
Mumbai,Fashion,Jeans,28.0,1786,50008,2025-04-22
Kolkata,Electronics,Camera,28.0,5341,149548,2025-09-24
Ahmedabad,Accessories,Mouse,34.0,6216,211344,2025-04-14
Hyderabad,Fashion,T-Shirt,10.0,330,3300,2025-08-28
Patna,Accessories,Keyboard,4.0,6753,27012,2025-07-26
Patna,Electronics,Monitor,33.0,7049,122201,2025-06-09
Mumbai,Electronics,Laptop,8.0,443,3544,2025-04-25
Mumbai,Electronics,Monitor,39.0,710,27690,2025-07-08
Hyderabad,Accessories,Headphones,33.0,4783,4488,2025-11-22
Bengaluru,Home Appliances,Fan,11.0,7600,83600,2025-03-13
Bhopal,Home Appliances,Mixer,12.0,4914,58968,2025-07-08
Surat,Electronics,Smartphone,3.0,5580,16740,2025-06-24
Jaipur,Home Appliances,Fan,39.0,3586,81148,2025-10-18
Chennai,Electronics,Camera,33.0,6393,65423,2025-02-10
Chennai,Home Appliances,Mixer,12.0,5456,65472,2025-08-09
Jaipur,Electronics,Smartphone,13.0,4979,64727,2025-10-20
Mysuru,Fashion,Jeans,5.0,3501,17505,2025-05-10
Jaipur,Home Appliances,Mixer,4.0,6209,24836,2025-08-23
Kolkata,Fashion,Watch,7.0,1783,12481,2025-07-08
Kolkata,Home Appliances,Mixer,23.0,7635,148428,2025-08-21
Delhi,Electronics,Camera,24.0,7833,187992,2025-05-14
Kolkata,Accessories,Mouse,1.0,1690,1690,2025-02-05
Hyderabad,Fashion,Shoes,11.0,3890,42790,2025-07-17
Patna,Accessories,Keyboard,8.0,3628,29024,2025-10-21
Hyderabad,Home Appliances,Air Cooler,34.0,2130,47273,2025-09-09
Chennai,Fashion,Shoes,27.0,7201,81875,2025-07-01
Delhi,Home Appliances,Mixer,17.0,2319,39423,2025-03-02
Hyderabad,Fashion,Jeans,4.0,2467,9868,2025-01-08
Lucknow,Electronics,Camera,37.0,3707,137159,2025-05-03
Lucknow,Accessories,Mouse,21.0,3145,66045,2025-05-10
Hyderabad,Accessories,Headphones,14.0,4912,68768,2025-06-26
Lucknow,Home Appliances,Air Cooler,17.0,3897,66249,2025-06-21
Jaipur,Electronics,Monitor,1.0,7256,7256,2025-04-07
Jaipur,Electronics,Camera,23.0,7226,84168,2025-08-28
Hyderabad,Fashion,Shoes,40.0,5102,153623,2025-10-21
Delhi,Fashion,Watch,11.0,739,8129,2025-11-17
Jaipur,Accessories,Speaker,25.0,2892,69010,2025-05-21
Jaipur,Accessories,Keyboard,24.0,3049,10960,2025-03-15
Surat,Electronics,Tablet,36.0,2573,92628,2025-08-23
Bengaluru,Electronics,Monitor,31.0,7718,121337,2025-04-16
Kochi,Fashion,Watch,22.0,6628,79897,2025-11-28
Chennai,Home Appliances,Fan,20.0,5971,119420,2025-02-23
Kochi,Accessories,Speaker,32.0,481,15392,2025-07-02
Chennai,Home Appliances,Air Cooler,33.0,121,3993,2025-05-06
Bengaluru,Electronics,Tablet,17.0,1925,9513,2025-01-03
Pune,Fashion,Jeans,28.0,1732,48496,2025-04-21
Mysuru,Electronics,Laptop,8.0,3862,29513,2025-06-12
Mumbai,Home Appliances,Mixer,19.0,3221,61199,2025-10-28
Bengaluru,Accessories,Keyboard,15.0,263,3945,2025-02-24
Patna,Fashion,Shoes,30.0,4049,121470,2025-09-28
Bengaluru,Electronics,Monitor,36.0,6540,196880,2025-07-04
Mysuru,Home Appliances,Mixer,12.0,743,8916,2025-03-02
Lucknow,Fashion,T-Shirt,27.0,1472,12868,2025-09-13
Hyderabad,Accessories,Headphones,20.0,6031,120620,2025-11-03
Patna,Electronics,Monitor,2.0,6909,13818,2025-12-05
Bhopal,Electronics,Camera,3.0,1123,3369,2025-11-18
Lucknow,Electronics,Laptop,4.0,6171,24684,2025-03-06
Kochi,Home Appliances,Air Cooler,33.0,4899,161667,2025-07-10
Patna,Home Appliances,Fan,40.0,5863,119203,2025-08-04
Ahmedabad,Fashion,T-Shirt,30.0,1323,39690,2025-09-18
Lucknow,Accessories,Headphones,21.0,5774,45486,2025-06-24
Kochi,Home Appliances,Mixer,39.0,7272,102523,2025-01-01
Ahmedabad,Fashion,Jeans,33.0,319,10527,2025-03-19
Delhi,Home Appliances,Mixer,26.0,2502,65052,2025-09-12
Mumbai,Electronics,Smartphone,14.0,1300,18200,2025-04-11
Mumbai,Accessories,Headphones,12.0,5774,69288,2025-06-05
Lucknow,Electronics,Tablet,9.0,6397,26644,2025-10-14
Lucknow,Fashion,T-Shirt,28.0,1204,33712,2025-04-17
Ahmedabad,Fashion,T-Shirt,30.0,1923,57690,2025-12-15
Bhopal,Home Appliances,Mixer,8.0,3806,30448,2025-04-23
Kochi,Accessories,Mouse,37.0,1541,57017,2025-09-27
Kochi,Accessories,Keyboard,19.0,4178,79382,2025-06-26
Lucknow,Accessories,Keyboard,40.0,7399,173092,2025-08-14
Ahmedabad,Fashion,T-Shirt,35.0,1955,68425,2025-08-20
Mysuru,Electronics,Camera,10.0,3011,10347,2025-07-06
Jaipur,Fashion,Shoes,20.0,4250,85000,2025-05-10
Delhi,Fashion,Watch,17.0,3199,54383,2025-05-13
Patna,Home Appliances,Fan,8.0,5305,42440,2025-08-19
Kolkata,Home Appliances,Air Cooler,39.0,1439,56121,2025-05-23
Jaipur,Home Appliances,Mixer,34.0,5721,51471,2025-10-14
Ahmedabad,Fashion,Watch,5.0,932,4660,2025-07-14
Jaipur,Fashion,T-Shirt,13.0,7623,99099,2025-02-02
Kochi,Electronics,Camera,36.0,1165,41940,2025-04-21
Kolkata,Accessories,Speaker,28.0,1813,50764,2025-02-24
Lucknow,Home Appliances,Air Cooler,5.0,5200,26000,2025-05-01
Surat,Home Appliances,Air Cooler,33.0,848,27984,2025-11-20
Pune,Fashion,Watch,31.0,4547,111201,2025-04-10
Bhopal,Fashion,T-Shirt,8.0,6275,50200,2025-05-18
Kolkata,Home Appliances,Fan,23.0,5111,75576,2025-04-21
Surat,Home Appliances,Mixer,17.0,4369,74273,2025-02-02
Ahmedabad,Accessories,Speaker,18.0,7736,139248,2025-07-02
Bengaluru,Home Appliances,Fan,33.0,3945,78605,2025-02-09
Mumbai,Accessories,Headphones,19.0,7199,7281,2025-08-07
Surat,Fashion,Watch,24.0,7264,174336,2025-10-08
Bhopal,Electronics,Camera,23.0,1156,26588,2025-04-25
Pune,Fashion,Watch,11.0,3790,41690,2025-01-12
Jaipur,Electronics,Smartphone,14.0,6613,92582,2025-03-28
Chennai,Home Appliances,Mixer,13.0,2566,33358,2025-02-13
Kochi,Fashion,Jeans,19.0,378,7182,2025-11-12
Bengaluru,Accessories,Headphones,16.0,2291,36656,2025-12-16
Pune,Home Appliances,Fan,24.0,5197,124728,2025-02-24
Mysuru,Fashion,Jeans,24.0,7507,180168,2025-03-23
Delhi,Fashion,Watch,34.0,7658,189738,2025-05-06
Jaipur,Home Appliances,Mixer,32.0,7795,57755,2025-09-03
Pune,Home Appliances,Air Cooler,39.0,437,17043,2025-07-15
Chennai,Fashion,Watch,10.0,4291,42910,2025-07-13
Pune,Home Appliances,Air Cooler,29.0,6267,52783,2025-12-11
Surat,Home Appliances,Mixer,32.0,717,22944,2025-02-07
Ahmedabad,Accessories,Mouse,30.0,7998,104794,2025-11-03
Delhi,Home Appliances,Fan,1.0,3086,3086,2025-11-05
Bengaluru,Home Appliances,Fan,36.0,654,23544,2025-09-02
Patna,Accessories,Speaker,21.0,6436,135156,2025-06-08
Lucknow,Fashion,Watch,37.0,5200,192400,2025-06-19
Chennai,Accessories,Headphones,27.0,1581,42687,2025-02-04
Bengaluru,Fashion,Shoes,9.0,7485,67365,2025-05-20
Bengaluru,Electronics,Smartphone,13.0,3019,39247,2025-11-24
Hyderabad,Fashion,T-Shirt,16.0,5998,19662,2025-07-19
Surat,Fashion,Watch,23.0,6896,158608,2025-01-25
Mumbai,Electronics,Monitor,3.0,6027,18081,2025-09-15
Bhopal,Home Appliances,Air Cooler,7.0,4579,32053,2025-12-03
Ahmedabad,Accessories,Headphones,33.0,6351,27966,2025-03-10
Patna,Electronics,Smartphone,4.0,4286,17144,2025-05-02
Delhi,Accessories,Keyboard,39.0,3743,101877,2025-04-05
Hyderabad,Electronics,Monitor,33.0,6915,164152,2025-01-03
Chennai,Accessories,Headphones,5.0,6251,31255,2025-09-10
Hyderabad,Accessories,Speaker,8.0,4351,30522,2025-07-13
Kolkata,Fashion,Watch,20.0,5736,114720,2025-10-27
Delhi,Accessories,Headphones,14.0,7876,34264,2025-05-23
Delhi,Accessories,Mouse,13.0,3970,51610,2025-05-28
Patna,Fashion,Watch,8.0,5689,45512,2025-04-22
Bengaluru,Home Appliances,Fan,21.0,3556,74676,2025-12-23
Pune,Electronics,Monitor,22.0,729,16038,2025-01-15
Jaipur,Accessories,Speaker,32.0,3663,117216,2025-09-02
Mumbai,Home Appliances,Air Cooler,12.0,2121,25452,2025-03-12
Patna,Electronics,Tablet,21.0,3949,55203,2025-11-05
Surat,Electronics,Monitor,11.0,2298,25278,2025-01-11
Mysuru,Accessories,Speaker,4.0,7435,29740,2025-04-01
Bengaluru,Accessories,Keyboard,21.0,2501,52521,2025-11-04
Patna,Accessories,Keyboard,38.0,1425,48417,2025-11-10
Chennai,Home Appliances,Fan,17.0,3049,51833,2025-11-22
Mumbai,Electronics,Monitor,25.0,6608,123147,2025-11-09
Mysuru,Fashion,Jeans,2.0,3481,6962,2025-01-09
Lucknow,Home Appliances,Mixer,13.0,4548,59124,2025-08-27
Kolkata,Home Appliances,Mixer,1.0,823,823,2025-11-11
Pune,Electronics,Monitor,11.0,1859,20449,2025-07-18
Ahmedabad,Electronics,Smartphone,25.0,5764,144100,2025-10-16
Kochi,Home Appliances,Mixer,39.0,3045,118755,2025-07-17
Mysuru,Accessories,Headphones,5.0,3500,17500,2025-05-18
Ahmedabad,Accessories,Mouse,16.0,2327,37232,2025-01-04
Bhopal,Accessories,Speaker,13.0,5734,74542,2025-03-15
Lucknow,Electronics,Camera,2.0,1411,2822,2025-01-20
Bengaluru,Accessories,Speaker,9.0,2863,25767,2025-10-25
Mumbai,Electronics,Tablet,35.0,886,31010,2025-12-08
Chennai,Fashion,Shoes,29.0,1102,31958,2025-02-10
Bhopal,Electronics,Monitor,5.0,3309,16545,2025-01-23
Ahmedabad,Fashion,Shoes,23.0,4053,93219,2025-05-11
Surat,Accessories,Headphones,30.0,2865,85950,2025-01-07
Jaipur,Accessories,Mouse,37.0,7135,224061,2025-12-03
Mumbai,Fashion,Jeans,12.0,2232,26784,2025-05-17
Mysuru,Fashion,Watch,39.0,1043,37705,2025-10-22
Kolkata,Home Appliances,Air Cooler,2.0,6903,13806,2025-09-17
Delhi,Electronics,Monitor,9.0,1836,16524,2025-03-15
Mumbai,Electronics,Smartphone,1.0,7828,7828,2025-06-04
Jaipur,Fashion,Watch,8.0,4324,34592,2025-04-06
Pune,Electronics,Laptop,18.0,4885,53500,2025-12-01
Pune,Electronics,Monitor,8.0,2939,23512,2025-05-05
Chennai,Accessories,Speaker,7.0,2254,15778,2025-09-16
Kolkata,Electronics,Laptop,21.0,4515,4331,2025-03-06
Chennai,Fashion,Watch,40.0,6575,122622,2025-05-24
Mysuru,Home Appliances,Fan,15.0,2306,34590,2025-06-12
Hyderabad,Accessories,Mouse,29.0,6391,60249,2025-03-06
Pune,Accessories,Speaker,30.0,4022,120660,2025-02-08
Kochi,Electronics,Camera,35.0,3887,136045,2025-06-04
Lucknow,Fashion,T-Shirt,10.0,7124,8548,2025-01-25
Bhopal,Fashion,Shoes,30.0,7876,119654,2025-01-11
Delhi,Home Appliances,Mixer,26.0,3906,101556,2025-10-22
Bhopal,Electronics,Camera,2.0,7669,15338,2025-11-01
Kolkata,Accessories,Keyboard,28.0,3978,78082,2025-05-23
Hyderabad,Home Appliances,Fan,22.0,5877,129294,2025-06-13
Hyderabad,Accessories,Mouse,11.0,4837,18990,2025-03-21
Patna,Fashion,Watch,21.0,3192,67032,2025-03-04
Chennai,Fashion,Shoes,32.0,4706,150592,2025-06-01
Kochi,Electronics,Laptop,38.0,6760,104071,2025-05-27
Surat,Accessories,Headphones,24.0,5597,134328,2025-05-23
Hyderabad,Electronics,Smartphone,34.0,2414,82076,2025-11-19
Chennai,Fashion,T-Shirt,16.0,3244,51904,2025-10-27
Lucknow,Home Appliances,Mixer,7.0,4784,33488,2025-05-07
Mysuru,Home Appliances,Fan,2.0,5773,11546,2025-03-05
Lucknow,Home Appliances,Air Cooler,40.0,538,21520,2025-05-13
Chennai,Electronics,Laptop,27.0,7554,192077,2025-12-11
Delhi,Electronics,Camera,28.0,5662,46756,2025-06-27
Hyderabad,Fashion,T-Shirt,1.0,629,629,2025-12-07
Lucknow,Electronics,Laptop,12.0,5338,64056,2025-08-12
Bhopal,Electronics,Camera,29.0,232,6728,2025-12-25
Kochi,Home Appliances,Fan,3.0,2436,7308,2025-02-10
Kolkata,Fashion,Jeans,32.0,4411,141152,2025-10-06
Chennai,Home Appliances,Fan,11.0,3222,35442,2025-10-08
Patna,Fashion,Watch,4.0,2042,8168,2025-06-07
Mysuru,Home Appliances,Air Cooler,21.0,2522,52962,2025-11-07
Lucknow,Home Appliances,Fan,4.0,6877,27508,2025-12-14
Lucknow,Accessories,Speaker,20.0,1912,38240,2025-05-15
Jaipur,Accessories,Headphones,37.0,1680,62160,2025-02-24
Ahmedabad,Fashion,Watch,10.0,7761,77610,2025-05-07
Kolkata,Electronics,Monitor,4.0,106,424,2025-07-01
Patna,Home Appliances,Air Cooler,25.0,215,5375,2025-07-20
Delhi,Accessories,Speaker,38.0,7718,201625,2025-09-19
Chennai,Fashion,Shoes,8.0,6264,50112,2025-01-28
Mysuru,Electronics,Monitor,6.0,2448,14688,2025-11-05
Bengaluru,Fashion,Watch,24.0,1567,37608,2025-12-13
Chennai,Electronics,Monitor,6.0,3320,19920,2025-06-03
Ahmedabad,Electronics,Tablet,28.0,6212,173936,2025-09-12
Delhi,Electronics,Camera,23.0,3977,91471,2025-12-27
Jaipur,Electronics,Smartphone,3.0,5327,15981,2025-01-10
Pune,Fashion,T-Shirt,7.0,6047,42329,2025-03-13
Bengaluru,Home Appliances,Fan,33.0,2724,89892,2025-08-27
Surat,Electronics,Monitor,32.0,3922,88697,2025-02-27
Patna,Fashion,Shoes,30.0,2126,63780,2025-06-09
Ahmedabad,Accessories,Keyboard,6.0,289,1734,2025-12-11
Jaipur,Accessories,Keyboard,11.0,2208,24288,2025-10-23
Mysuru,Accessories,Headphones,27.0,1512,40824,2025-08-11
Surat,Accessories,Keyboard,25.0,5497,45250,2025-12-16
Mumbai,Accessories,Headphones,40.0,4712,188480,2025-02-21
Chennai,Electronics,Camera,9.0,860,7740,2025-08-28
Kolkata,Fashion,Shoes,13.0,2685,34905,2025-12-23
Ahmedabad,Home Appliances,Mixer,20.0,730,14600,2025-04-03
Delhi,Accessories,Headphones,31.0,7848,243288,2025-11-13
Ahmedabad,Home Appliances,Mixer,14.0,2106,29484,2025-07-27
Patna,Electronics,Laptop,23.0,2562,58926,2025-04-07
Kochi,Home Appliances,Fan,2.0,4764,9528,2025-12-26
Hyderabad,Fashion,Shoes,8.0,7626,61008,2025-08-01
Bhopal,Electronics,Laptop,36.0,2572,92592,2025-09-17
Mumbai,Accessories,Speaker,31.0,2932,90892,2025-08-04
Lucknow,Home Appliances,Mixer,33.0,1084,29719,2025-09-01
Hyderabad,Fashion,Shoes,16.0,1512,24192,2025-04-23
Patna,Fashion,Shoes,7.0,1739,12173,2025-02-25
Ahmedabad,Fashion,T-Shirt,33.0,1454,47982,2025-09-19
Delhi,Accessories,Keyboard,3.0,6911,20733,2025-11-11
Hyderabad,Electronics,Laptop,8.0,2705,21640,2025-12-24
Lucknow,Home Appliances,Air Cooler,24.0,4701,72851,2025-05-06
Lucknow,Fashion,Shoes,16.0,1371,21936,2025-10-10
Chennai,Fashion,T-Shirt,36.0,4704,169344,2025-02-14
Chennai,Fashion,Shoes,9.0,383,3447,2025-02-09
Bhopal,Electronics,Monitor,14.0,5890,82460,2025-02-04
Kochi,Home Appliances,Air Cooler,9.0,1076,9684,2025-02-12
Ahmedabad,Fashion,Shoes,28.0,6688,122713,2025-05-26
Ahmedabad,Electronics,Laptop,37.0,7438,144362,2025-01-07
Chennai,Electronics,Laptop,11.0,1369,15059,2025-10-03
Jaipur,Home Appliances,Mixer,9.0,3941,2902,2025-10-12
Delhi,Accessories,Keyboard,34.0,593,20162,2025-11-26
Kochi,Fashion,Watch,6.0,4913,29478,2025-05-27
Jaipur,Electronics,Monitor,6.0,2535,15210,2025-06-25
Jaipur,Fashion,T-Shirt,40.0,1341,53640,2025-07-11
Jaipur,Accessories,Mouse,30.0,3507,12916,2025-02-18
Kolkata,Fashion,Shoes,21.0,4650,17529,2025-01-01
Bhopal,Electronics,Laptop,3.0,5045,15135,2025-07-14
Pune,Electronics,Laptop,7.0,6077,42539,2025-01-09
Patna,Fashion,Watch,12.0,6881,82572,2025-03-05
Mumbai,Home Appliances,Fan,22.0,6407,140954,2025-09-04
Hyderabad,Fashion,Shoes,10.0,4775,47750,2025-03-01
Pune,Home Appliances,Air Cooler,30.0,660,19800,2025-07-11
Mysuru,Electronics,Laptop,11.0,4249,46739,2025-10-28
Hyderabad,Electronics,Smartphone,31.0,6506,87377,2025-11-04
Delhi,Home Appliances,Fan,37.0,4434,46982,2025-07-18
Mumbai,Fashion,Jeans,34.0,2293,77962,2025-08-03
Bengaluru,Electronics,Tablet,30.0,7864,177535,2025-09-12
Jaipur,Accessories,Keyboard,35.0,7550,64909,2025-06-09
Bhopal,Accessories,Speaker,35.0,1425,49875,2025-01-28
Hyderabad,Accessories,Mouse,17.0,6323,93954,2025-02-09
Pune,Home Appliances,Air Cooler,34.0,1755,59670,2025-06-28
Pune,Electronics,Camera,5.0,2710,13550,2025-02-23
Bengaluru,Accessories,Keyboard,39.0,1463,57057,2025-10-24
Bhopal,Electronics,Monitor,16.0,1861,29776,2025-04-12
Mumbai,Home Appliances,Air Cooler,17.0,769,13073,2025-04-26
Bengaluru,Accessories,Speaker,28.0,6674,152971,2025-11-04
Ahmedabad,Electronics,Monitor,29.0,3209,93061,2025-05-04
Delhi,Accessories,Mouse,13.0,1358,17654,2025-05-05
Patna,Accessories,Mouse,35.0,6806,217262,2025-07-21
Kolkata,Accessories,Headphones,8.0,6759,54072,2025-07-23
Ahmedabad,Home Appliances,Fan,37.0,7942,94872,2025-03-28
Hyderabad,Home Appliances,Air Cooler,8.0,2393,19144,2025-08-02
Kolkata,Accessories,Keyboard,29.0,3137,90973,2025-12-25
Ahmedabad,Home Appliances,Fan,37.0,3645,89351,2025-04-02
Jaipur,Electronics,Smartphone,35.0,1515,53025,2025-07-05
Hyderabad,Electronics,Tablet,19.0,947,17993,2025-07-26
Bhopal,Home Appliances,Air Cooler,34.0,6772,120919,2025-10-07
Patna,Fashion,T-Shirt,30.0,4314,92978,2025-07-13
Patna,Electronics,Monitor,35.0,3374,30595,2025-03-02
Bengaluru,Accessories,Speaker,8.0,1396,11168,2025-10-23
Bhopal,Fashion,Shoes,3.0,7035,21105,2025-05-23
Bengaluru,Home Appliances,Mixer,5.0,4333,21665,2025-09-17
Chennai,Fashion,Shoes,26.0,5534,143884,2025-10-16
Mysuru,Accessories,Headphones,34.0,7461,13503,2025-11-24
Mysuru,Fashion,T-Shirt,35.0,3329,116515,2025-02-18
Lucknow,Home Appliances,Air Cooler,33.0,1130,37290,2025-06-16
Surat,Home Appliances,Fan,39.0,4581,6284,2025-04-15
Chennai,Home Appliances,Fan,14.0,3620,50680,2025-11-28
Hyderabad,Fashion,Shoes,25.0,1369,34225,2025-05-24
Lucknow,Home Appliances,Mixer,18.0,5251,94518,2025-05-17
Lucknow,Home Appliances,Mixer,39.0,7193,105628,2025-09-11
Patna,Home Appliances,Fan,32.0,5043,161376,2025-11-26
Kochi,Electronics,Laptop,33.0,1166,38478,2025-10-01
Bhopal,Accessories,Mouse,2.0,154,308,2025-03-01
Kochi,Fashion,Watch,9.0,3975,35775,2025-11-14
Mumbai,Home Appliances,Fan,23.0,2562,58926,2025-05-25
Bhopal,Home Appliances,Fan,22.0,124,2728,2025-09-07
