Order_ID,Date,City,Category,Product,Sales,Amount,Revenue,Total Quantity
ORD005177,2025-02-17,Mangalore,Sports,Yoga Mat,3.0,193368.0,41072.21,12121.0
ORD005178,2025-02-02,Pune,Clothing,T-Shirt,18.0,1166401.62,355163.28,12139.0
ORD005181,2025-02-28,Jaipur,Books,Dictionary,2.0,128871.48,15551.4,12141.0
ORD005184,2025-03-14,Mysuru,Electronics,Tablet,1.0,51632.61,5372.09,12142.0
ORD005204,2025-03-17,Bhopal,Books,Engineering Book,3.0,322644.27,38662.39,12145.0
ORD005213,2025-02-08,Kolkata,Appliances,Washing Machine,9.0,1226926.17,310390.62,12154.0
ORD005232,2025-03-04,Agra,Appliances,Refrigerator,9.0,297523.53,74858.11,12163.0
ORD005233,2025-03-14,Hubballi,Electronics,Smart Watch,3.0,125030.13,19662.5,12166.0
ORD005236,2025-03-26,Ludhiana,Groceries,Wheat Flour,9.0,1060605.9,351978.99,12175.0
ORD005250,2025-03-26,Bhopal,Clothing,T-Shirt,17.0,1060106.06,359126.24,12192.0
ORD005257,2025-01-15,Kolkata,Sports,Badminton Racket,5.0,725170.2,93514.48,12197.0
ORD005262,2025-02-23,Ludhiana,Clothing,T-Shirt,16.0,1377821.76,183636.17,12213.0
ORD005285,2025-01-27,Indore,Appliances,Washing Machine,14.0,576010.68,183517.68,12227.0
ORD005294,2025-01-04,Goa,Beauty,Face Wash,2.0,231901.1,48734.17,12229.0
ORD005300,2025-03-14,Visakhapatnam,Appliances,Refrigerator,4.0,27915.4,7796.37,12233.0
ORD005310,2025-01-12,Kochi,Beauty,Face Wash,17.0,1505304.27,467929.12,12250.0
ORD005314,2025-03-07,Vijayawada,Clothing,Jeans,4.0,517672.16,121081.47,12254.0
ORD005317,2025-02-03,Varanasi,Electronics,Tablet,25.0,3672094.25,778870.58,12279.0
ORD005323,2025-01-06,Jaipur,Appliances,Air Conditioner,16.0,444591.2,42500.27,12295.0
ORD005330,2025-01-20,Mangalore,Electronics,Laptop,6.0,186526.32,60856.42,12301.0
ORD005333,2025-01-31,Pune,Electronics,Smart TV,12.0,496191.12,146182.64,12313.0
ORD005334,2025-03-16,Gurugram,Clothing,Shoes,7.0,970663.96,84403.23,12320.0
ORD005335,2025-01-12,Chennai,Beauty,Perfume,18.0,2636301.42,443206.15,12338.0
ORD005352,2025-02-09,Bhopal,Beauty,Moisturizer,12.0,1549863.72,336695.41,12350.0
ORD005356,2025-01-09,Ludhiana,Clothing,Jacket,16.0,1431370.4,352457.27,12366.0
ORD005362,2025-03-20,Surat,Electronics,Smart TV,4.0,469430.16,153053.94,12370.0
ORD005370,2025-01-27,Chennai,Electronics,Tablet,1.0,75461.04,21503.81,12371.0
ORD005373,2025-01-24,Patna,Books,Dictionary,8.0,469650.08,86229.26,12379.0
ORD005376,2025-03-30,Chennai,Groceries,Tea Powder,3.0,48879.69,15012.38,12382.0
ORD005378,2025-01-22,Bhopal,Groceries,Sugar,19.0,1236349.38,265739.75,12401.0
ORD005379,2025-03-28,Ludhiana,Clothing,T-Shirt,18.0,1514185.02,304105.11,12419.0
ORD005388,2025-02-15,Kanpur,Appliances,Microwave,10.0,582867.4,116796.91,12429.0
ORD005403,2025-03-26,Agra,Appliances,Microwave,7.0,1016543.29,332594.55,12436.0
ORD005405,2025-02-14,Agra,Groceries,Milk,6.0,38654.46,6138.2,12442.0
ORD005406,2025-03-12,Agra,Sports,Gym Gloves,15.0,1609984.35,505010.06,12457.0
ORD005426,2025-01-28,Lucknow,Beauty,Face Wash,14.0,960256.22,112818.96,12471.0
ORD005433,2025-02-11,Madurai,Beauty,Face Wash,10.0,1101379.9,296527.79,12481.0
ORD005438,2025-02-20,Surat,Furniture,Chair,18.0,1362837.6,395693.93,12499.0
ORD005449,2025-02-12,Mysuru,Furniture,Sofa,24.0,1308629.76,396296.2,12523.0
ORD005456,2025-02-26,Lucknow,Beauty,Shampoo,21.0,2966767.02,383358.83,12544.0
ORD005458,2025-01-11,Pune,Sports,Cricket Bat,18.0,1178512.02,368167.23,12562.0
ORD005459,2025-02-04,Patna,Furniture,Sofa,14.0,1760944.5,420269.58,12576.0
ORD005460,2025-01-26,Mumbai,Appliances,Air Conditioner,18.0,183235.5,37780.49,12594.0
ORD005461,2025-01-13,Thiruvananthapuram,Groceries,Wheat Flour,23.0,1402812.09,175890.02,12617.0
ORD005466,2025-02-27,Mangalore,Beauty,Moisturizer,13.0,1356355.91,314662.77,12630.0
ORD005467,2025-03-03,Bengaluru,Clothing,Jeans,12.0,1557738.84,503813.66,12642.0
ORD005469,2025-01-25,Madurai,Books,Notebook,22.0,2013236.28,352236.97,12664.0
ORD005475,2025-02-11,Nagpur,Books,Novel,12.0,261298.08,23450.47,12676.0
ORD005476,2025-03-18,Hubballi,Groceries,Rice,9.0,575327.52,135800.92,12685.0
ORD005478,2025-02-09,Mangalore,Groceries,Wheat Flour,8.0,814150.0,111929.04,12693.0
ORD005482,2025-03-22,Kochi,Books,Notebook,17.0,317409.04,41358.42,12710.0
ORD005487,2025-03-06,Chennai,Books,Exam Guide,15.0,677524.05,67768.87,12725.0
ORD005489,2025-03-14,Coimbatore,Furniture,Sofa,16.0,845161.44,263185.95,12741.0
ORD005496,2025-02-28,Indore,Books,Notebook,12.0,501995.16,119386.9,12753.0
ORD005503,2025-03-05,Guwahati,Beauty,Face Wash,6.0,3519.9,450.63,12759.0
ORD005504,2025-03-15,Agra,Groceries,Milk,13.0,1215307.99,325528.72,12772.0
ORD005506,2025-02-01,Vadodara,Books,Engineering Book,8.0,332012.88,60896.71,12780.0
ORD005508,2025-01-27,Ludhiana,Electronics,Smart Watch,19.0,1498546.53,518536.49,12799.0
ORD005509,2025-02-08,Mysuru,Books,Dictionary,4.0,234953.28,40193.5,12803.0
ORD005515,2025-03-01,Chandigarh,Furniture,Chair,23.0,2619165.94,435471.71,12826.0
ORD005516,2025-03-29,Kolkata,Books,Dictionary,22.0,1232973.06,256248.63,12848.0
ORD005518,2025-03-23,Pune,Clothing,T-Shirt,21.0,2160217.5,552174.62,12869.0
ORD005519,2025-02-13,Pune,Appliances,Air Conditioner,10.0,166127.6,13597.01,12879.0
ORD005521,2025-03-20,Pune,Groceries,Tea Powder,10.0,1282226.3,245278.05,12889.0
ORD005534,2025-01-21,Kanpur,Groceries,Milk,8.0,644646.08,128331.68,12897.0
ORD005549,2025-02-11,Chandigarh,Furniture,Sofa,22.0,1910299.38,249319.51,12919.0
ORD005551,2025-01-04,Kochi,Electronics,Smart Watch,21.0,12477.15,2613.48,12940.0
ORD005568,2025-03-24,Kolkata,Groceries,Wheat Flour,1.0,149447.11,32287.23,12941.0
ORD005571,2025-02-17,Guwahati,Electronics,Smartphone,10.0,821165.3,148220.52,12951.0
ORD005577,2025-02-23,Bhopal,Books,Notebook,24.0,739658.88,120170.56,12975.0
ORD005579,2025-03-04,Ahmedabad,Sports,Cricket Bat,1.0,94388.03,10367.75,12976.0
ORD005585,2025-03-07,Bhopal,Beauty,Lipstick,17.0,1225859.97,315286.38,12993.0
ORD005592,2025-01-17,Visakhapatnam,Furniture,Wardrobe,8.0,794280.48,218013.33,13001.0
ORD005596,2025-01-29,Indore,Furniture,Chair,15.0,1258236.3,195477.51,13016.0
ORD005600,2025-01-20,Jaipur,Clothing,Shoes,4.0,457466.68,40461.36,13020.0
ORD005603,2025-02-18,Tirupati,Beauty,Shampoo,23.0,56167.38,18803.05,13043.0
ORD005607,2025-01-08,Delhi,Furniture,Sofa,,301447.56,62060.31,13047.0
ORD005621,2025-01-14,Ahmedabad,Furniture,Bookshelf,4.0,355286.84,116691.27,13051.0
ORD005629,2025-01-31,Madurai,Clothing,Kurta,5.0,540017.55,134309.83,13056.0
ORD005631,2025-01-29,Mangalore,Beauty,Moisturizer,19.0,656934.12,114247.08,13075.0
ORD005637,2025-01-28,Ludhiana,Appliances,Air Conditioner,2.0,91974.52,14368.64,13077.0
ORD005641,2025-01-12,Hubballi,Beauty,Face Wash,1.0,87463.16,10296.4,13078.0
ORD005647,2025-03-21,Varanasi,Appliances,Washing Machine,17.0,660834.71,100584.43,13095.0
ORD005648,2025-02-16,Mysuru,Books,Dictionary,5.0,514416.45,74876.09,13100.0
ORD005656,2025-02-10,Chennai,Beauty,Lipstick,6.0,497456.82,70877.49,13106.0
ORD005663,2025-01-22,Nagpur,Sports,Yoga Mat,3.0,371244.84,64252.23,13109.0
ORD005664,2025-02-04,Hubballi,Electronics,Smartphone,1.0,73508.59,20896.98,13110.0
ORD005678,2025-01-16,Pune,Books,Notebook,15.0,812710.35,238271.37,13125.0
ORD005680,2025-02-04,Chandigarh,Electronics,Smart Watch,1.0,132909.81,20788.76,13126.0
ORD005681,2025-03-04,Mumbai,Books,Notebook,6.0,859296.42,239095.95,13132.0
ORD005684,2025-01-23,Coimbatore,Electronics,Headphones,19.0,2146681.37,347737.5,13151.0
ORD005688,2025-01-24,Goa,Groceries,Sugar,9.0,1033545.6,173085.02,13160.0
ORD005696,2025-03-23,Visakhapatnam,Books,Dictionary,7.0,477621.62,44965.17,13167.0
ORD005698,2025-01-02,Ludhiana,Clothing,Jacket,15.0,1230489.3,188277.1,13182.0
ORD005699,2025-02-04,Kochi,Appliances,Refrigerator,21.0,1856781.36,343549.36,13203.0
ORD005707,2025-02-07,Bhopal,Electronics,Camera,1.0,30407.48,9904.05,13204.0
ORD005710,2025-01-23,Delhi,Books,Exam Guide,24.0,1795210.08,164706.15,13228.0
ORD005712,2025-02-10,Bengaluru,Groceries,Cooking Oil,2.0,235223.44,65387.18,13230.0
ORD005714,2025-02-10,Varanasi,Sports,Football,23.0,1582834.7,206312.7,13253.0
ORD005719,2025-03-30,Guwahati,Books,Engineering Book,7.0,744446.01,197451.9,13260.0
ORD005731,2025-03-15,Jaipur,Books,Dictionary,19.0,1592027.48,336977.54,13279.0
ORD005742,2025-02-07,Gurugram,Appliances,Microwave,23.0,3290366.66,450788.95,13302.0
ORD005747,2025-02-26,Pune,Sports,Cricket Bat,20.0,1844954.2,438087.39,13322.0
ORD005754,2025-02-21,Indore,Clothing,T-Shirt,18.0,2578870.98,522564.55,13340.0
ORD005766,2025-03-08,Coimbatore,Clothing,Jeans,23.0,2379350.0,793393.6,13363.0
ORD005772,2025-02-05,Gurugram,Appliances,Washing Machine,23.0,178147.65,20929.8,13386.0
ORD005780,2025-02-15,Vijayawada,Electronics,Smart Watch,21.0,2273764.92,381548.42,13407.0
ORD005785,2025-01-25,Varanasi,Books,Exam Guide,8.0,383512.8,78501.31,13415.0
ORD005787,2025-01-23,Tirupati,Groceries,Wheat Flour,25.0,1397068.5,126662.31,13440.0
ORD005803,2025-01-24,Bhopal,Sports,Badminton Racket,2.0,55628.66,17160.81,13442.0
ORD005804,2025-03-04,Thiruvananthapuram,Furniture,Dining Table,5.0,134613.9,31106.91,13447.0
ORD005806,2025-02-14,Lucknow,Groceries,Tea Powder,6.0,546855.6,98273.11,13453.0
ORD005825,2025-03-04,Ludhiana,Groceries,Sugar,4.0,326860.2,74198.24,13457.0
ORD005828,2025-03-22,Goa,Groceries,Sugar,1.0,13749.74,3600.11,13458.0
ORD005844,2025-01-07,Bhopal,Furniture,Dining Table,6.0,102462.42,26623.6,13464.0
ORD005853,2025-01-21,Noida,Clothing,Kurta,8.0,935832.64,117981.04,13472.0
ORD005860,2025-01-21,Noida,Groceries,Rice,13.0,532518.87,84889.45,13485.0
ORD005861,2025-02-13,Patna,Beauty,Moisturizer,11.0,541400.2,174258.03,13496.0
ORD005864,2025-02-02,Mumbai,Groceries,Wheat Flour,12.0,195362.52,55264.1,13508.0
ORD005870,2025-01-13,Agra,Furniture,Dining Table,2.0,134459.74,34726.37,13510.0
ORD005874,2025-01-15,Coimbatore,Sports,Cricket Bat,5.0,201346.75,37804.58,13515.0
ORD005882,2025-01-09,Coimbatore,Groceries,Wheat Flour,23.0,1631675.43,432075.23,13538.0
ORD005889,2025-02-23,Mumbai,Groceries,Milk,13.0,1230478.99,117216.22,13551.0
ORD005895,2025-02-23,Nashik,Appliances,Washing Machine,10.0,1401089.0,143883.76,13561.0
ORD005908,2025-02-06,Bhopal,Clothing,Jacket,24.0,173091.12,52074.8,13585.0
ORD005911,2025-03-17,Noida,Groceries,Sugar,10.0,911096.7,289598.5,13595.0
ORD005913,2025-02-12,Chandigarh,Beauty,Lipstick,3.0,382322.07,58070.99,13598.0
ORD005914,2025-01-02,Mumbai,Beauty,Moisturizer,4.0,64845.68,8071.1,13602.0
ORD005917,2025-01-31,Patna,Sports,Yoga Mat,21.0,422861.67,139496.09,13623.0
ORD005918,2025-03-14,Agra,Sports,Cricket Bat,24.0,2527973.52,576274.08,13647.0
ORD005920,2025-02-04,Agra,Books,Dictionary,6.0,29758.8,2876.09,13653.0
ORD005933,2025-02-14,Thiruvananthapuram,Sports,Cricket Bat,11.0,1394850.05,411820.54,13664.0
ORD005934,2025-03-12,Varanasi,Electronics,Laptop,10.0,195166.4,24318.23,13674.0
ORD005935,2025-03-08,Vadodara,Sports,Badminton Racket,4.0,316027.64,100067.39,13678.0
ORD005938,2025-01-20,Gurugram,Groceries,Cooking Oil,25.0,2737785.75,655676.75,13703.0
ORD005946,2025-01-20,Hyderabad,Electronics,Smartphone,8.0,797996.32,136970.6,13711.0
ORD005950,2025-02-06,Ludhiana,Books,Exam Guide,11.0,266614.04,41796.14,13722.0
ORD005960,2025-02-04,Tirupati,Books,Dictionary,2.0,219402.14,58080.45,13724.0
ORD005968,2025-02-05,Chennai,Groceries,Wheat Flour,7.0,383928.93,107963.08,13731.0
ORD005969,2025-01-12,Visakhapatnam,Appliances,Air Conditioner,11.0,1232353.32,108068.52,13742.0
ORD005971,2025-03-05,Noida,Electronics,Smart TV,10.0,1076234.7,179034.95,13752.0
ORD005973,2025-03-11,Goa,Sports,Badminton Racket,8.0,881924.88,131268.69,13760.0
ORD005974,2025-01-28,Gurugram,Books,Dictionary,8.0,66194.48,15717.6,13768.0
ORD005985,2025-01-23,Pune,Beauty,Lipstick,22.0,995699.1,201016.98,13790.0
ORD006001,2025-03-16,Vijayawada,Sports,Yoga Mat,3.0,267178.47,27255.29,13793.0
ORD006006,2025-03-10,Mysuru,Clothing,Jeans,19.0,2086067.57,404547.32,13812.0
ORD006028,2025-02-20,Noida,Beauty,Perfume,23.0,1140118.05,230234.92,13835.0
ORD006031,2025-03-23,Vadodara,Clothing,Jacket,18.0,1630521.18,350781.01,13853.0
ORD006032,2025-02-07,Varanasi,Groceries,Tea Powder,6.0,818445.06,265890.22,13859.0
ORD006035,2025-03-10,Jaipur,Sports,Badminton Racket,17.0,2300842.73,287516.39,13876.0
ORD006044,2025-02-24,Lucknow,Appliances,Refrigerator,21.0,1449109.62,278328.26,13897.0
ORD006045,2025-01-22,Guwahati,Beauty,Perfume,2.0,211700.88,45099.72,13899.0
ORD006047,2025-02-04,Bhopal,Groceries,Sugar,18.0,2537618.4,271660.74,13917.0
ORD006053,2025-01-03,Ludhiana,Books,Engineering Book,3.0,176793.78,48789.22,13920.0
ORD006055,2025-03-05,Mysuru,Electronics,Smart Watch,17.0,2468725.55,483287.24,13937.0
ORD006058,2025-01-08,Bengaluru,Electronics,Camera,19.0,935448.09,87906.1,13956.0
ORD006063,2025-02-24,Bengaluru,Groceries,Tea Powder,18.0,1632544.92,176725.14,13974.0
ORD006064,2025-02-25,Hubballi,Beauty,Moisturizer,16.0,163932.32,22809.46,13990.0
ORD006074,2025-03-24,Madurai,Groceries,Rice,4.0,306515.84,58242.94,13994.0
ORD006077,2025-02-23,Visakhapatnam,Furniture,Wardrobe,4.0,133788.2,40500.88,13998.0
ORD006085,2025-02-18,Guwahati,Sports,Badminton Racket,16.0,2275344.16,610847.2,14014.0
ORD006087,2025-03-13,Madurai,Appliances,Microwave,18.0,396321.66,123310.99,14032.0
ORD006092,2025-02-04,Tirupati,Electronics,Headphones,7.0,529552.31,72320.98,14039.0
ORD006109,2025-02-13,Tirupati,Clothing,Jacket,17.0,2264124.09,741299.62,14056.0
ORD006116,2025-01-26,Vadodara,Beauty,Shampoo,21.0,664188.42,131727.54,14077.0
ORD006128,2025-02-23,Kanpur,Sports,Football,19.0,1004417.9,287492.59,14096.0
ORD006137,2025-01-08,Gurugram,Appliances,Refrigerator,3.0,360173.73,91269.66,14099.0
ORD006145,2025-03-03,Pune,Beauty,Perfume,15.0,1964304.45,447540.6,14114.0
ORD006157,2025-01-27,Gurugram,Clothing,Jeans,16.0,410276.48,39397.02,14130.0
ORD006162,2025-01-03,Nashik,Books,Notebook,20.0,1136325.0,206583.91,14150.0
ORD006164,2025-01-01,Kolkata,Books,Notebook,5.0,5506.7,597.58,14155.0
ORD006171,2025-03-22,Coimbatore,Furniture,Dining Table,8.0,585391.68,186932.91,14163.0
ORD006177,2025-01-21,Bengaluru,Books,Exam Guide,9.0,1027364.22,346474.85,14172.0
ORD006186,2025-03-02,Patna,Books,Engineering Book,14.0,520272.62,148830.92,14186.0
ORD006198,2025-03-04,Guwahati,Books,Notebook,2.0,44869.36,12969.08,14188.0
ORD006208,2025-01-11,Kolkata,Electronics,Smart Watch,16.0,695878.72,97832.05,14204.0
ORD006209,2025-01-24,Kanpur,Appliances,Refrigerator,12.0,679384.68,199862.96,14216.0
ORD006211,2025-02-26,Lucknow,Books,Notebook,16.0,1863744.16,149400.34,14232.0
ORD006215,2025-03-27,Guwahati,Furniture,Bed,15.0,895591.95,297237.2,14247.0
ORD006216,2025-02-06,Lucknow,Books,Novel,24.0,1253432.16,183722.03,14271.0
ORD006220,2025-01-17,Kolkata,Electronics,Smart TV,11.0,1171867.18,316161.44,14282.0
ORD006222,2025-01-29,Chennai,Books,Engineering Book,5.0,116469.35,33556.74,14287.0
ORD006229,2025-02-26,Mysuru,Sports,Badminton Racket,11.0,1373246.71,159315.07,14298.0
ORD006240,2025-02-15,Pune,Sports,Football,7.0,984856.74,189640.82,14305.0
ORD006243,2025-01-02,Bengaluru,Appliances,Mixer Grinder,24.0,2436204.96,257240.64,14329.0
ORD006252,2025-02-24,Chandigarh,Beauty,Moisturizer,19.0,1683130.39,423115.74,14348.0
ORD006255,2025-03-18,Chandigarh,Sports,Gym Gloves,25.0,970399.75,210134.67,14373.0
ORD006258,2025-03-18,Ahmedabad,Beauty,Moisturizer,-250.0,350280.3,109544.72,14379.0
ORD006273,2025-03-14,Mangalore,Groceries,Wheat Flour,22.0,3020897.66,579989.54,14401.0
ORD006274,2025-02-12,Kanpur,Books,Exam Guide,5.0,180374.5,40673.65,14406.0
ORD006276,2025-01-17,Kochi,Beauty,Face Wash,18.0,2217537.54,643865.6,14424.0
ORD006277,2025-02-11,Varanasi,Clothing,Jeans,1.0,13280.78,2691.68,14425.0
ORD006278,2025-01-10,Jaipur,Electronics,Smart TV,19.0,845508.74,265690.7,14444.0
ORD006292,2025-01-18,Kolkata,Clothing,T-Shirt,10.0,789971.1,155334.79,14454.0
ORD006296,2025-01-29,Varanasi,Groceries,Milk,20.0,934598.0,264734.63,14474.0
ORD006300,2025-02-04,Noida,Appliances,Mixer Grinder,21.0,1425756.36,369864.98,14495.0
ORD006307,2025-03-20,Chennai,Books,Exam Guide,23.0,1652682.25,412016.86,14518.0
ORD006322,2025-02-08,Chennai,Books,Dictionary,-1.0,2261.88,738.2,14527.0
ORD006337,2025-03-16,Delhi,Sports,Football,2.0,195653.3,26262.52,14529.0
ORD006342,2025-02-01,Tirupati,Beauty,Moisturizer,13.0,860027.35,177664.08,14542.0
ORD006343,2025-01-19,Surat,Beauty,Face Wash,17.0,1512139.46,412574.18,14559.0
ORD006350,2025-02-02,Nashik,Furniture,Wardrobe,6.0,630525.96,160443.52,14565.0
ORD006359,2025-03-04,Ludhiana,Clothing,Saree,4.0,455011.4,149831.32,14569.0
ORD006371,2025-01-14,Mumbai,Electronics,Tablet,9.0,639345.51,180882.47,14578.0
ORD006381,2025-02-07,Gurugram,Appliances,Air Conditioner,15.0,831625.05,269168.32,14593.0
ORD006390,2025-03-03,Vijayawada,Electronics,Headphones,6.0,453689.94,125746.4,14599.0
ORD006399,2025-03-23,Lucknow,Clothing,Shoes,13.0,694437.77,139674.04,14612.0
ORD006407,2025-02-12,Gurugram,Electronics,Smart Watch,24.0,2514296.88,217460.44,14636.0
ORD006412,2025-01-02,Chennai,Clothing,Jacket,8.0,568182.08,119005.51,14644.0
ORD006420,2025-03-19,Tirupati,Furniture,Sofa,11.0,1329988.66,296217.2,14655.0
ORD006422,2025-01-09,Madurai,Clothing,T-Shirt,1.0,23022.11,7692.24,14656.0
ORD006428,2025-01-12,Goa,Appliances,Refrigerator,19.0,394308.33,98211.24,14675.0
ORD006433,2025-02-03,Bengaluru,Furniture,Bed,17.0,1860811.33,267291.35,14692.0
ORD006438,2025-02-26,Kolkata,Clothing,Jacket,10.0,16358.1,3849.8,14702.0
ORD006439,2025-01-08,Varanasi,Books,Novel,15.0,475386.6,101927.84,14717.0
ORD006446,2025-01-31,Surat,Beauty,Shampoo,16.0,673386.88,60620.77,14733.0
ORD006449,2025-01-19,Agra,Furniture,Chair,15.0,198386.55,38228.3,14748.0
ORD006459,2025-03-04,Lucknow,Clothing,Kurta,3.0,93757.44,13976.84,14751.0
ORD006461,2025-01-04,Mangalore,Clothing,Shoes,25.0,532258.25,111739.94,14776.0
ORD006466,2025-03-06,Noida,Books,Engineering Book,8.0,293216.24,92998.96,14784.0
ORD006470,2025-03-22,Guwahati,Furniture,Dining Table,16.0,832832.64,265592.78,14800.0
ORD006475,2025-02-22,Goa,Electronics,Smartphone,22.0,1763263.7,231236.4,14822.0
ORD006477,2025-03-03,Ludhiana,Electronics,Smartphone,14.0,285071.92,27294.7,14836.0
ORD006484,2025-03-16,Surat,Clothing,Jeans,16.0,1325983.84,322722.81,14852.0
ORD006486,2025-01-31,Coimbatore,Furniture,Dining Table,-5.0,286649.34,32635.2,14854.0
ORD006488,2025-02-02,Vijayawada,Books,Novel,5.0,531968.05,169567.05,14859.0
ORD006491,2025-01-22,Goa,Furniture,Bed,22.0,3078571.1,340803.59,14881.0
ORD006498,2025-03-11,Lucknow,Beauty,Perfume,20.0,2354441.2,320080.48,14901.0
ORD006505,2025-01-20,Coimbatore,Electronics,Tablet,18.0,660184.38,140662.97,14919.0
ORD006510,2025-02-16,Pune,Appliances,Refrigerator,2.0,25202.16,4776.83,14921.0
ORD006511,2025-03-27,Visakhapatnam,Groceries,Wheat Flour,6.0,7016.82,2334.53,14927.0
ORD006513,2025-03-01,Hubballi,Appliances,Washing Machine,13.0,1634075.43,230753.03,14940.0
ORD006516,2025-02-26,Gurugram,Appliances,Microwave,24.0,901975.2,153607.51,14964.0
ORD006517,2025-01-03,Goa,Beauty,Lipstick,3.0,269228.13,73131.21,14967.0
ORD006524,2025-03-07,Kochi,Electronics,Tablet,3.0,224419.56,29565.84,14970.0
ORD006525,2025-03-25,Thiruvananthapuram,Books,Dictionary,23.0,2734188.25,786016.43,14993.0
ORD006528,2025-03-22,Ahmedabad,Furniture,Sofa,9.0,220104.36,33243.57,15002.0
ORD006536,2025-03-25,Madurai,Furniture,Bookshelf,21.0,2609351.43,270639.16,15023.0
ORD006544,2025-02-10,Chandigarh,Electronics,Camera,10.0,190317.7,18991.32,15033.0
ORD006552,2025-01-24,Mumbai,Furniture,Bookshelf,16.0,1304703.2,403041.12,15049.0
ORD006554,2025-01-08,Pune,Sports,Cricket Bat,18.0,2162324.88,480597.8,15067.0
ORD006563,2025-02-04,Mysuru,Electronics,Headphones,16.0,2212207.04,268459.07,15083.0
ORD006565,2025-02-18,Nagpur,Groceries,Sugar,10.0,116370.2,38841.48,15093.0
ORD006567,2025-01-14,Thiruvananthapuram,Sports,Football,17.0,1648107.67,528982.83,15110.0
ORD006572,2025-03-01,Pune,Beauty,Shampoo,14.0,368367.86,75269.82,15124.0
ORD006575,2025-03-19,Nagpur,Books,Notebook,4.0,405869.96,66388.15,15128.0
ORD006584,2025-01-16,Ahmedabad,Furniture,Sofa,8.0,786998.88,73738.42,15136.0
ORD006598,2025-01-08,Surat,Beauty,Face Wash,1.0,65999.22,13980.94,15137.0
ORD006603,2025-02-05,Varanasi,Clothing,Jacket,16.0,1767592.48,246011.91,15153.0
ORD006606,2025-02-21,Vijayawada,Books,Novel,7.0,803992.28,114882.9,15160.0
ORD006612,2025-03-15,Vadodara,Electronics,Laptop,12.0,931826.76,85888.91,15172.0
ORD006613,2025-03-07,Nagpur,Furniture,Bed,9.0,606330.09,161919.61,15181.0
ORD006619,2025-01-06,Patna,Electronics,Smart Watch,11.0,1147618.78,309241.56,15192.0
ORD006624,2025-01-25,Kochi,Beauty,Shampoo,9.0,13878.0,4059.42,15201.0
ORD006629,2025-01-21,Madurai,Beauty,Face Wash,9.0,8397.45,782.95,15210.0
ORD006633,2025-01-31,Vijayawada,Clothing,Jacket,14.0,283769.36,56680.22,15224.0
ORD006641,2025-01-30,Ludhiana,Clothing,Shoes,4.0,350529.48,66088.88,15228.0
ORD006667,2025-01-14,Nagpur,Beauty,Face Wash,1.0,106316.49,36718.31,15229.0
ORD006670,2025-01-31,Visakhapatnam,Sports,Yoga Mat,22.0,1675865.84,385790.54,15251.0
ORD006678,2025-01-19,Kochi,Beauty,Lipstick,6.0,309190.74,39422.32,15257.0
ORD006679,2025-02-01,Ahmedabad,Furniture,Bed,12.0,769452.6,160536.0,15269.0
ORD006680,2025-01-24,Varanasi,Books,Dictionary,5.0,156515.7,32731.69,15274.0
ORD006683,2025-02-20,Nagpur,Sports,Yoga Mat,25.0,2925694.75,726595.72,15299.0
ORD006687,2025-02-12,Chandigarh,Furniture,Chair,12.0,1062714.12,112530.61,15311.0
ORD006688,2025-01-31,Indore,Clothing,T-Shirt,8.0,675808.64,219368.43,15319.0
ORD006692,2025-01-28,Surat,Books,Engineering Book,21.0,1733107.95,502697.46,15340.0
ORD006695,2025-03-16,Indore,Beauty,Face Wash,6.0,382412.04,94339.17,15346.0
ORD006702,2025-01-26,Visakhapatnam,Appliances,Refrigerator,16.0,530211.36,137719.49,15362.0
ORD006703,2025-01-05,Vadodara,Clothing,T-Shirt,1.0,39654.49,10713.8,15363.0
ORD006706,2025-02-10,Vijayawada,Furniture,Chair,8.0,960596.48,159285.67,15371.0
ORD006707,2025-02-28,Bhopal,Groceries,Milk,3.0,297876.42,26271.1,15374.0
ORD006711,2025-01-04,Guwahati,Books,Notebook,1.0,120306.26,42072.3,15375.0
ORD006716,2025-01-28,Nashik,Sports,Badminton Racket,23.0,2048722.01,676417.11,15398.0
ORD006723,2025-01-05,Coimbatore,Appliances,Air Conditioner,13.0,292960.2,60787.1,15411.0
ORD006724,2025-01-30,Nagpur,Appliances,Washing Machine,10.0,601666.3,90522.82,15421.0
ORD006728,2025-02-08,Hyderabad,Furniture,Bed,12.0,1736159.88,148765.53,15433.0
ORD006731,2025-03-16,Jaipur,Appliances,Microwave,20.0,2918820.4,438861.47,15453.0
ORD006744,2025-02-17,Bengaluru,Books,Exam Guide,14.0,899327.1,103810.48,15467.0
ORD006745,2025-03-02,Goa,Clothing,Jeans,25.0,874005.5,208251.53,15492.0
ORD006753,2025-02-05,Mysuru,Electronics,Smartphone,16.0,1977408.0,178739.71,15508.0
ORD006756,2025-02-09,Pune,Furniture,Chair,13.0,855047.96,155851.21,15521.0
ORD006768,2025-01-27,Mumbai,Books,Notebook,10.0,424697.0,135294.02,15531.0
ORD006776,2025-01-29,Mangalore,Clothing,Saree,3.0,144025.41,25902.16,15534.0
ORD006780,2025-02-17,Nashik,Furniture,Wardrobe,3.0,230943.03,40851.79,15537.0
ORD006781,2025-01-02,Jaipur,Appliances,Refrigerator,1.0,145169.26,48313.32,15538.0
ORD006785,2025-03-19,Gurugram,Groceries,Tea Powder,20.0,610788.4,142426.56,15558.0
