City,Category,Product,Quantity_Sold,Unit_Price,Total_Revenue,Sale_Date
Kochi,Fashion,Shoes,51.0,3858,196758,2025-10-24
Pune,Accessories,Keyboard,60.0,8410,504600,2025-09-03
Delhi,Accessories,Headphones,85.0,4113,349605,2025-10-22
Lucknow,Home Appliances,Mixer,58.0,2808,162864,2025-03-19
Ahmedabad,Fashion,Watch,46.0,862,39652,2025-04-25
Surat,Fashion,T-Shirt,34.0,6252,212568,2025-04-02
Bengaluru,Fashion,Shoes,50.0,7895,394750,2025-08-02
Hyderabad,Accessories,Headphones,91.0,8742,795522,2025-11-27
Lucknow,Accessories,Keyboard,49.0,10909,534541,2025-07-12
Pune,Electronics,Monitor,33.0,6365,210045,2025-04-17
Bengaluru,Accessories,Mouse,63.0,13186,830718,2025-08-20
Jaipur,Home Appliances,Mixer,57.0,2913,166041,2025-04-03
Lucknow,Accessories,Keyboard,20.0,3262,65240,2025-03-12
Mumbai,Electronics,Smartphone,54.0,13490,728460,2025-06-24
Surat,Office,Backpack,62.0,3652,226424,2025-10-06
Lucknow,Office,Printer,32.0,906,28992,2025-03-19
Delhi,Fashion,Jeans,81.0,8599,696519,2025-01-19
Lucknow,Electronics,Smartphone,34.0,3149,107066,2025-09-13
Surat,Home Appliances,Air Cooler,3.0,14593,43779,2025-12-24
Kochi,Accessories,Headphones,28.0,7559,211652,2025-10-16
Delhi,Office,Printer,29.0,13804,400316,2025-07-20
Delhi,Home Appliances,Mixer,80.0,11007,880560,2025-09-09
Pune,Accessories,Speaker,77.0,9876,760452,2025-02-08
Kochi,Office,Printer,14.0,471,6594,2025-04-17
Mumbai,Home Appliances,Air Cooler,54.0,13741,742014,2025-03-20
Mysuru,Fashion,Watch,116.0,10272,1191552,2025-10-02
Surat,Home Appliances,Air Cooler,97.0,2125,206125,2025-02-16
Pune,Fashion,T-Shirt,115.0,12895,1482925,2025-11-21
Jaipur,Home Appliances,Fan,48.0,14533,697584,2025-01-23
Lucknow,Office,Printer,103.0,8099,834197,2025-07-12
Patna,Home Appliances,Mixer,55.0,2393,131615,2025-05-16
Hyderabad,Fashion,T-Shirt,37.0,10002,370074,2025-09-14
Jaipur,Fashion,T-Shirt,91.0,12383,1126853,2025-01-19
Bhopal,Electronics,Monitor,1.0,6344,6344,2025-11-07
Surat,Accessories,Speaker,47.0,1946,91462,2025-03-14
Lucknow,Home Appliances,Fan,34.0,14207,483038,2025-09-14
Jaipur,Accessories,Mouse,88.0,6711,590568,2025-04-14
Ahmedabad,Home Appliances,Fan,23.0,6265,144095,2025-09-18
Bhopal,Accessories,Mouse,74.0,5841,432234,2025-12-13
Bhopal,Fashion,T-Shirt,96.0,3964,380544,2025-08-26
Kolkata,Fashion,T-Shirt,28.0,8528,238784,2025-07-26
Delhi,Home Appliances,Air Cooler,90.0,11415,1027350,2025-12-02
Mysuru,Office,Printer,103.0,1692,174276,2025-03-16
Kolkata,Home Appliances,Fan,12.0,1249,14988,2025-05-08
Lucknow,Electronics,Monitor,5.0,12070,60350,2025-07-13
Kochi,Home Appliances,Fan,92.0,9988,918896,2025-01-25
Surat,Fashion,Watch,57.0,375,21375,2025-04-28
Jaipur,Home Appliances,Fan,25.0,750,18750,2025-10-17
Surat,Fashion,Jeans,87.0,790,68730,2025-06-08
Surat,Electronics,Smartphone,12.0,4720,56640,2025-07-12
Bhopal,Office,Backpack,76.0,3481,264556,2025-09-01
Jaipur,Electronics,Laptop,71.0,4861,345131,2025-12-27
Lucknow,Home Appliances,Fan,45.0,13561,610245,2025-05-08
Hyderabad,Fashion,Watch,120.0,6818,818160,2025-10-01
Jaipur,Fashion,Watch,65.0,1944,126360,2025-09-03
Mysuru,Accessories,Mouse,15.0,13355,200325,2025-09-09
Lucknow,Home Appliances,Air Cooler,33.0,11573,381909,2025-08-13
Ahmedabad,Office,Printer,97.0,5765,559205,2025-08-22
Pune,Home Appliances,Mixer,62.0,2104,130448,2025-05-03
Jaipur,Fashion,Jeans,103.0,5372,553316,2025-07-12
Hyderabad,Home Appliances,Mixer,90.0,13834,1245060,2025-05-08
Jaipur,Electronics,Camera,87.0,12468,1084716,2025-06-03
Hyderabad,Fashion,Watch,41.0,5992,245672,2025-04-19
Bhopal,Fashion,Jeans,64.0,12276,785664,2025-04-08
Chennai,Fashion,Shoes,27.0,3955,106785,2025-04-27
Mysuru,Home Appliances,Fan,20.0,12962,259240,2025-02-04
Kochi,Electronics,Camera,79.0,308,24332,2025-09-02
Kochi,Office,Backpack,80.0,5367,429360,2025-08-19
Pune,Accessories,Speaker,24.0,12721,305304,2025-09-09
Jaipur,Fashion,Jeans,7.0,8813,61691,2025-07-16
Delhi,Electronics,Monitor,45.0,6650,299250,2025-11-25
Bhopal,Office,Printer,90.0,8690,782100,2025-08-11
Mumbai,Electronics,Laptop,87.0,3652,317724,2025-07-19
Jaipur,Accessories,Mouse,79.0,14320,1131280,2025-05-06
Kolkata,Accessories,Keyboard,35.0,7922,277270,2025-10-11
Patna,Fashion,Watch,55.0,3649,200695,2025-07-23
Delhi,Accessories,Mouse,110.0,6763,743930,2025-05-15
Mumbai,Home Appliances,Mixer,74.0,11439,846486,2025-04-27
Delhi,Accessories,Keyboard,72.0,7281,524232,2025-07-07
Ahmedabad,Fashion,Watch,104.0,359,37336,2025-03-14
Jaipur,Fashion,Shoes,101.0,8172,825372,2025-05-09
Bengaluru,Home Appliances,Mixer,51.0,1821,92871,2025-12-06
Ahmedabad,Fashion,Shoes,61.0,13945,850645,2025-11-04
Mysuru,Accessories,Mouse,47.0,6103,286841,2025-09-18
Kochi,Accessories,Mouse,3.0,6946,20838,2025-02-12
Jaipur,Home Appliances,Mixer,74.0,9635,712990,2025-11-21
Ahmedabad,Fashion,Shoes,46.0,5526,254196,2025-11-17
Surat,Office,Printer,49.0,10254,502446,2025-05-15
Surat,Fashion,Jeans,82.0,13433,1101506,2025-06-14
Delhi,Home Appliances,Air Cooler,52.0,14108,733616,2025-02-03
Bhopal,Accessories,Keyboard,41.0,5391,221031,2025-11-10
Kochi,Accessories,Speaker,35.0,14743,516005,2025-08-25
Bengaluru,Accessories,Speaker,53.0,2941,155873,2025-03-28
Bhopal,Fashion,Jeans,85.0,4322,367370,2025-12-23
Mumbai,Electronics,Smartphone,22.0,6705,147510,2025-02-04
Patna,Office,Printer,4.0,12830,51320,2025-07-17
Surat,Electronics,Laptop,34.0,10326,351084,2025-03-03
Ahmedabad,Office,Backpack,30.0,4253,127590,2025-12-10
Bengaluru,Fashion,Jeans,68.0,13938,947784,2025-03-01
Jaipur,Accessories,Mouse,111.0,8001,888111,2025-08-28
Lucknow,Accessories,Speaker,18.0,11629,209322,2025-09-06
Pune,Home Appliances,Fan,81.0,12470,1010070,2025-11-19
Ahmedabad,Home Appliances,Air Cooler,82.0,8945,733490,2025-05-12
Kolkata,Home Appliances,Mixer,104.0,1667,173368,2025-08-10
Jaipur,Office,Backpack,20.0,5173,103460,2025-01-01
Bhopal,Fashion,Shoes,37.0,7887,291819,2025-09-01
Hyderabad,Office,Backpack,39.0,349,13611,2025-07-26
Chennai,Home Appliances,Mixer,102.0,318,32436,2025-09-12
Bhopal,Office,Backpack,51.0,4294,218994,2025-03-23
Surat,Office,Backpack,29.0,4508,130732,2025-02-14
Patna,Fashion,Shoes,37.0,10824,400488,2025-12-18
Delhi,Accessories,Speaker,25.0,14183,354575,2025-02-06
Hyderabad,Accessories,Headphones,82.0,7660,628120,2025-10-15
Bengaluru,Home Appliances,Fan,25.0,5453,136325,2025-01-05
Delhi,Home Appliances,Mixer,24.0,1875,45000,2025-05-09
Ahmedabad,Office,Printer,30.0,1677,50310,2025-03-01
Ahmedabad,Fashion,Shoes,54.0,5304,286416,2025-08-12
Hyderabad,Electronics,Tablet,11.0,14020,154220,2025-03-02
Mysuru,Office,Printer,70.0,7902,553140,2025-03-07
Bhopal,Accessories,Speaker,107.0,406,43442,2025-02-25
Bengaluru,Fashion,Watch,99.0,7457,738243,2025-04-24
Surat,Fashion,Watch,95.0,12831,1218945,2025-02-17
Delhi,Fashion,Watch,50.0,11364,568200,2025-05-11
Surat,Electronics,Monitor,67.0,2201,147467,2025-05-16
Surat,Accessories,Keyboard,47.0,14741,692827,2025-01-28
Bengaluru,Fashion,T-Shirt,31.0,10569,327639,2025-07-11
Chennai,Fashion,Shoes,75.0,2160,162000,2025-07-26
Bhopal,Electronics,Laptop,75.0,13036,977700,2025-12-16
Delhi,Home Appliances,Mixer,48.0,12828,615744,2025-02-08
Surat,Office,Printer,88.0,10335,909480,2025-06-25
Jaipur,Electronics,Laptop,46.0,10760,494960,2025-03-23
Patna,Electronics,Smartphone,63.0,4012,252756,2025-06-18
Pune,Accessories,Speaker,94.0,3361,315934,2025-01-23
Bhopal,Accessories,Keyboard,33.0,14923,492459,2025-01-16
Lucknow,Office,Backpack,70.0,11620,813400,2025-08-07
Kochi,Fashion,Shoes,42.0,12199,512358,2025-08-09
Ahmedabad,Home Appliances,Air Cooler,21.0,1328,27888,2025-09-05
Patna,Accessories,Mouse,70.0,6214,434980,2025-08-01
Kochi,Home Appliances,Fan,94.0,3239,304466,2025-01-20
Jaipur,Accessories,Keyboard,42.0,12012,504504,2025-02-22
Jaipur,Office,Printer,68.0,11393,774724,2025-08-25
Mumbai,Fashion,Shoes,42.0,6914,290388,2025-11-11
Delhi,Electronics,Monitor,85.0,1292,109820,2025-01-27
Mumbai,Fashion,T-Shirt,26.0,1953,50778,2025-08-07
Ahmedabad,Electronics,Monitor,83.0,13901,1153783,2025-07-22
Kolkata,Home Appliances,Air Cooler,90.0,9871,888390,2025-05-02
Mysuru,Fashion,T-Shirt,2.0,3619,7238,2025-11-16
Jaipur,Electronics,Camera,103.0,10668,1098804,2025-01-12
Lucknow,Office,Backpack,102.0,11806,1204212,2025-01-27
Chennai,Accessories,Headphones,94.0,1353,127182,2025-05-03
Pune,Home Appliances,Mixer,13.0,12081,157053,2025-04-18
Surat,Fashion,Jeans,68.0,10962,745416,2025-04-19
Kolkata,Fashion,Watch,96.0,1928,185088,2025-11-19
Delhi,Office,Backpack,114.0,1905,217170,2025-03-26
Jaipur,Home Appliances,Fan,65.0,5729,372385,2025-11-06
Kolkata,Home Appliances,Fan,120.0,5972,716640,2025-06-18
Bhopal,Accessories,Speaker,98.0,10575,1036350,2025-07-27
Patna,Accessories,Keyboard,73.0,9139,667147,2025-04-13
Pune,Home Appliances,Air Cooler,33.0,6098,201234,2025-08-15
Delhi,Electronics,Laptop,37.0,9960,368520,2025-01-17
Kolkata,Accessories,Headphones,39.0,3835,149565,2025-04-28
Lucknow,Electronics,Tablet,118.0,9271,1093978,2025-09-18
Delhi,Home Appliances,Mixer,13.0,818,10634,2025-08-12
Chennai,Fashion,Shoes,47.0,14775,694425,2025-10-08
Mysuru,Accessories,Mouse,12.0,9546,114552,2025-07-19
Ahmedabad,Fashion,T-Shirt,93.0,5519,513267,2025-08-06
Bhopal,Home Appliances,Mixer,77.0,10722,825594,2025-05-02
Kolkata,Home Appliances,Fan,11.0,12981,142791,2025-01-25
Patna,Accessories,Speaker,54.0,14418,778572,2025-02-28
Bengaluru,Fashion,T-Shirt,82.0,12937,1060834,2025-11-13
Kolkata,Accessories,Headphones,41.0,9046,370886,2025-10-05
Bhopal,Home Appliances,Air Cooler,29.0,2709,78561,2025-01-22
Mumbai,Office,Backpack,97.0,9950,965150,2025-10-17
Delhi,Fashion,Watch,38.0,13083,497154,2025-07-05
Jaipur,Accessories,Headphones,61.0,9562,583282,2025-12-02
Patna,Office,Backpack,11.0,6729,74019,2025-09-14
Pune,Fashion,Jeans,62.0,9363,580506,2025-04-16
Chennai,Home Appliances,Mixer,72.0,10292,741024,2025-12-17
Surat,Fashion,T-Shirt,35.0,12926,452410,2025-07-11
Kolkata,Home Appliances,Mixer,15.0,11205,168075,2025-07-14
Bengaluru,Accessories,Keyboard,42.0,5844,245448,2025-10-21
Delhi,Accessories,Keyboard,45.0,10296,463320,2025-08-20
Surat,Office,Printer,119.0,13604,1618876,2025-04-07
Bhopal,Accessories,Keyboard,97.0,12135,1177095,2025-02-04
Kolkata,Electronics,Smartphone,80.0,2619,209520,2025-05-01
Chennai,Electronics,Tablet,58.0,7919,459302,2025-01-11
Hyderabad,Home Appliances,Mixer,27.0,9152,247104,2025-09-25
Bhopal,Home Appliances,Fan,80.0,12159,972720,2025-03-23
Hyderabad,Electronics,Camera,75.0,11071,830325,2025-09-02
Hyderabad,Fashion,T-Shirt,37.0,3488,129056,2025-12-20
Surat,Electronics,Camera,84.0,336,28224,2025-02-13
Kochi,Accessories,Mouse,111.0,1967,218337,2025-01-10
Mysuru,Office,Printer,49.0,8531,418019,2025-12-04
Delhi,Accessories,Speaker,111.0,9982,1108002,2025-09-03
Chennai,Fashion,Watch,72.0,11873,854856,2025-01-02
Delhi,Home Appliances,Fan,43.0,8227,353761,2025-07-24
Hyderabad,Electronics,Tablet,88.0,5965,524920,2025-06-21
Mysuru,Fashion,Shoes,104.0,1215,126360,2025-11-09
Kolkata,Office,Printer,72.0,4790,344880,2025-04-05
Surat,Office,Printer,12.0,12158,145896,2025-07-17
Lucknow,Home Appliances,Air Cooler,88.0,3926,345488,2025-07-08
Jaipur,Fashion,Watch,40.0,10118,404720,2025-06-15
Surat,Fashion,Jeans,84.0,2470,207480,2025-10-18
Mysuru,Fashion,Jeans,40.0,11480,459200,2025-12-17
Mysuru,Fashion,Watch,117.0,12816,1499472,2025-03-21
Bhopal,Home Appliances,Mixer,41.0,1311,53751,2025-09-18
Bengaluru,Electronics,Smartphone,41.0,13954,572114,2025-03-24
Mysuru,Accessories,Speaker,53.0,5170,274010,2025-08-24
Delhi,Accessories,Keyboard,100.0,3279,327900,2025-02-05
Lucknow,Electronics,Monitor,79.0,4572,361188,2025-10-19
Mumbai,Fashion,Jeans,30.0,11461,343830,2025-01-12
Bhopal,Office,Printer,65.0,14063,914095,2025-10-16
Delhi,Accessories,Keyboard,110.0,6548,720280,2025-08-16
Bengaluru,Fashion,Jeans,29.0,728,21112,2025-07-25
Patna,Accessories,Speaker,29.0,12362,358498,2025-11-07
Bhopal,Fashion,T-Shirt,23.0,7397,170131,2025-10-16
Patna,Accessories,Speaker,114.0,4243,483702,2025-07-13
Kolkata,Electronics,Monitor,95.0,13705,1301975,2025-07-24
Kochi,Office,Printer,67.0,1991,133397,2025-08-15
Bengaluru,Electronics,Smartphone,67.0,9012,603804,2025-07-24
Chennai,Home Appliances,Fan,67.0,12736,853312,2025-11-02
Kochi,Accessories,Speaker,51.0,14689,749139,2025-05-25
Mysuru,Accessories,Speaker,22.0,7121,156662,2025-05-20
Surat,Electronics,Monitor,116.0,2530,293480,2025-08-27
Patna,Office,Printer,93.0,8402,781386,2025-02-06
Kolkata,Home Appliances,Air Cooler,70.0,2416,169120,2025-07-14
Mysuru,Office,Printer,23.0,7633,175559,2025-10-23
Surat,Fashion,Watch,12.0,4297,51564,2025-06-23
Surat,Fashion,T-Shirt,12.0,2070,24840,2025-12-15
Patna,Accessories,Headphones,68.0,11788,801584,2025-07-24
Bengaluru,Home Appliances,Air Cooler,21.0,6404,134484,2025-09-13
Delhi,Fashion,Shoes,73.0,14475,1056675,2025-11-28
Pune,Fashion,Jeans,23.0,12801,294423,2025-12-02
Surat,Accessories,Mouse,94.0,12793,1202542,2025-08-10
Lucknow,Fashion,T-Shirt,116.0,2355,273180,2025-04-01
Patna,Accessories,Headphones,59.0,8353,492827,2025-08-18
Lucknow,Electronics,Monitor,113.0,8284,936092,2025-04-07
Lucknow,Office,Backpack,53.0,7439,394267,2025-02-20
Surat,Electronics,Smartphone,113.0,9167,1035871,2025-05-20
Surat,Home Appliances,Mixer,7.0,3228,22596,2025-03-02
Lucknow,Accessories,Headphones,19.0,14189,269591,2025-01-22
Pune,Home Appliances,Fan,43.0,1636,70348,2025-01-04
Bhopal,Fashion,Jeans,87.0,4859,422733,2025-10-22
Bhopal,Home Appliances,Air Cooler,101.0,9410,950410,2025-03-15
Hyderabad,Home Appliances,Fan,120.0,787,94440,2025-02-25
Pune,Accessories,Mouse,115.0,6408,736920,2025-02-25
Bhopal,Home Appliances,Mixer,38.0,7913,300694,2025-03-04
Bhopal,Accessories,Mouse,68.0,6979,474572,2025-09-07
Jaipur,Fashion,T-Shirt,14.0,9561,133854,2025-12-21
Bhopal,Electronics,Camera,93.0,11482,1067826,2025-10-26
Jaipur,Accessories,Speaker,78.0,14090,1099020,2025-06-09
Ahmedabad,Home Appliances,Air Cooler,46.0,2325,106950,2025-10-19
Delhi,Home Appliances,Air Cooler,81.0,8354,676674,2025-08-26
Mumbai,Home Appliances,Mixer,91.0,4959,451269,2025-04-01
Kochi,Electronics,Camera,81.0,13253,1073493,2025-02-24
Jaipur,Fashion,Watch,53.0,945,50085,2025-06-12
Hyderabad,Fashion,T-Shirt,82.0,3496,286672,2025-12-10
Patna,Electronics,Tablet,39.0,8501,331539,2025-09-11
Bhopal,Electronics,Laptop,88.0,5660,498080,2025-06-13
Kolkata,Home Appliances,Air Cooler,4.0,13832,55328,2025-03-07
Delhi,Accessories,Speaker,118.0,7974,940932,2025-01-21
Ahmedabad,Office,Printer,81.0,7746,627426,2025-09-11
Bhopal,Office,Printer,107.0,8737,934859,2025-05-19
Patna,Accessories,Headphones,27.0,9660,260820,2025-11-11
Pune,Accessories,Headphones,20.0,4795,95900,2025-01-11
Lucknow,Home Appliances,Mixer,74.0,10123,749102,2025-07-06
Bengaluru,Electronics,Tablet,91.0,14254,1297114,2025-06-23
Ahmedabad,Accessories,Speaker,12.0,8343,100116,2025-04-12
Kolkata,Accessories,Keyboard,68.0,5153,350404,2025-03-04
Bengaluru,Electronics,Smartphone,117.0,1717,200889,2025-08-17
Kochi,Office,Printer,25.0,5772,144300,2025-08-24
Kochi,Home Appliances,Fan,100.0,5563,556300,2025-03-25
Bengaluru,Electronics,Monitor,87.0,2374,206538,2025-04-24
Bengaluru,Office,Backpack,92.0,14369,1321948,2025-09-04
Mumbai,Accessories,Headphones,88.0,14095,1240360,2025-10-28
Patna,Accessories,Speaker,114.0,955,108870,2025-02-17
Mysuru,Accessories,Headphones,74.0,12627,934398,2025-05-21
Jaipur,Fashion,Shoes,26.0,3354,87204,2025-05-09
Delhi,Accessories,Speaker,86.0,2127,182922,2025-05-05
Mumbai,Accessories,Headphones,2.0,10406,20812,2025-09-17
Bhopal,Fashion,Shoes,71.0,5418,384678,2025-05-05
Mysuru,Accessories,Keyboard,22.0,1367,30074,2025-05-20
Mysuru,Accessories,Speaker,7.0,2331,16317,2025-01-16
Pune,Electronics,Laptop,50.0,1081,54050,2025-02-14
Kochi,Fashion,Watch,79.0,6026,476054,2025-05-11
Delhi,Fashion,T-Shirt,119.0,12582,1497258,2025-08-19
Surat,Electronics,Camera,13.0,7664,99632,2025-05-22
Mysuru,Office,Backpack,30.0,3866,115980,2025-03-28
Bhopal,Home Appliances,Fan,117.0,6154,720018,2025-07-06
Ahmedabad,Accessories,Mouse,59.0,8187,483033,2025-01-03
Patna,Electronics,Tablet,62.0,7756,480872,2025-03-10
Bhopal,Accessories,Keyboard,66.0,1886,124476,2025-07-27
Hyderabad,Electronics,Tablet,72.0,10840,780480,2025-02-26
Lucknow,Home Appliances,Fan,52.0,9875,513500,2025-07-08
Chennai,Fashion,Jeans,62.0,6488,402256,2025-02-11
Kolkata,Home Appliances,Fan,101.0,7332,740532,2025-10-26
Mumbai,Home Appliances,Air Cooler,31.0,3035,94085,2025-11-22
Kolkata,Home Appliances,Fan,15.0,9902,148530,2025-10-15
Pune,Home Appliances,Mixer,106.0,7494,794364,2025-03-10
Kochi,Electronics,Monitor,14.0,11431,160034,2025-10-25
Mumbai,Office,Backpack,64.0,10767,689088,2025-11-02
Bengaluru,Fashion,Jeans,114.0,9715,1107510,2025-11-26
Lucknow,Fashion,Jeans,58.0,8904,516432,2025-05-13
Hyderabad,Home Appliances,Fan,26.0,3569,92794,2025-11-11
Mumbai,Home Appliances,Air Cooler,39.0,7322,285558,2025-12-12
Delhi,Home Appliances,Mixer,79.0,8562,676398,2025-07-28
Bengaluru,Accessories,Headphones,48.0,14963,718224,2025-09-02
Bengaluru,Home Appliances,Fan,15.0,14310,214650,2025-05-28
Kolkata,Fashion,Watch,90.0,9869,888210,2025-07-21
Surat,Office,Backpack,49.0,7330,359170,2025-09-07
Kochi,Fashion,Watch,18.0,3283,59094,2025-09-13
Delhi,Accessories,Speaker,20.0,4926,98520,2025-11-05
Mysuru,Electronics,Laptop,83.0,457,37931,2025-03-24
Patna,Office,Backpack,18.0,1587,28566,2025-03-21
Mysuru,Office,Backpack,115.0,13125,1509375,2025-12-20
Kochi,Office,Printer,59.0,8546,504214,2025-07-18
Lucknow,Office,Backpack,46.0,3898,179308,2025-03-14
Bhopal,Electronics,Monitor,64.0,14074,900736,2025-12-08
Bengaluru,Home Appliances,Fan,53.0,9148,484844,2025-10-12
Lucknow,Electronics,Monitor,62.0,11748,728376,2025-06-04
Kochi,Office,Printer,19.0,12163,231097,2025-12-17
Mumbai,Accessories,Speaker,67.0,1481,99227,2025-09-20
Mumbai,Fashion,Watch,81.0,12351,1000431,2025-11-22
Jaipur,Home Appliances,Air Cooler,40.0,10244,409760,2025-01-11
Bhopal,Electronics,Camera,59.0,8599,507341,2025-08-19
Delhi,Accessories,Speaker,46.0,13278,610788,2025-05-10
Lucknow,Electronics,Monitor,96.0,5181,497376,2025-12-26
Lucknow,Accessories,Headphones,81.0,7952,644112,2025-10-06
Hyderabad,Electronics,Tablet,104.0,12281,1277224,2025-10-01
Patna,Office,Printer,17.0,8483,144211,2025-02-28
Kochi,Accessories,Mouse,17.0,10289,174913,2025-05-09
Mysuru,Accessories,Headphones,95.0,2027,192565,2025-10-06
Patna,Home Appliances,Air Cooler,20.0,10999,219980,2025-08-12
Delhi,Fashion,Shoes,101.0,11681,1179781,2025-04-16
Mysuru,Home Appliances,Mixer,44.0,1582,69608,2025-03-20
Surat,Fashion,Watch,97.0,6965,675605,2025-07-08
Kolkata,Office,Printer,27.0,9665,260955,2025-12-27
Delhi,Electronics,Tablet,97.0,13627,1321819,2025-02-02
Patna,Office,Backpack,61.0,5137,313357,2025-08-24
Ahmedabad,Home Appliances,Mixer,49.0,11398,558502,2025-12-13
Hyderabad,Accessories,Keyboard,68.0,14458,983144,2025-07-01
Bengaluru,Office,Backpack,87.0,5372,467364,2025-09-22
Mysuru,Electronics,Monitor,82.0,5997,491754,2025-07-20
Surat,Accessories,Mouse,35.0,4575,160125,2025-02-09
Chennai,Home Appliances,Fan,60.0,12867,772020,2025-11-24
Delhi,Home Appliances,Mixer,67.0,5728,383776,2025-11-23
Pune,Accessories,Headphones,87.0,338,29406,2025-02-01
Chennai,Electronics,Monitor,14.0,11431,160034,2025-08-12
Mumbai,Accessories,Mouse,25.0,757,18925,2025-01-20
Surat,Electronics,Monitor,85.0,14846,1261910,2025-04-20
Pune,Electronics,Laptop,12.0,14231,170772,2025-10-05
Hyderabad,Home Appliances,Mixer,115.0,2016,231840,2025-12-06
Mysuru,Accessories,Speaker,85.0,1440,122400,2025-11-15
Delhi,Accessories,Speaker,89.0,11137,991193,2025-06-09
Kolkata,Electronics,Tablet,100.0,1222,122200,2025-07-13
Mumbai,Electronics,Tablet,105.0,4536,476280,2025-03-15
Ahmedabad,Office,Printer,79.0,6632,523928,2025-03-21
Lucknow,Electronics,Smartphone,70.0,12794,895580,2025-07-07
Mumbai,Electronics,Camera,92.0,4443,408756,2025-02-02
Mysuru,Electronics,Monitor,94.0,4305,404670,2025-08-01
Surat,Office,Printer,84.0,10691,898044,2025-01-02
Lucknow,Office,Backpack,20.0,11669,233380,2025-06-13
Pune,Electronics,Monitor,91.0,12831,1167621,2025-08-16
Bhopal,Office,Printer,70.0,3900,273000,2025-01-13
Surat,Office,Printer,73.0,8970,654810,2025-06-11
Kolkata,Accessories,Speaker,8.0,10559,84472,2025-11-03
Patna,Home Appliances,Fan,11.0,13981,153791,2025-08-25
Surat,Accessories,Keyboard,23.0,9284,213532,2025-01-13
Bhopal,Fashion,Shoes,90.0,6591,593190,2025-02-21
Bhopal,Accessories,Speaker,11.0,14703,161733,2025-11-15
Lucknow,Fashion,Jeans,5.0,3363,16815,2025-01-24
Hyderabad,Fashion,Watch,50.0,1232,61600,2025-09-21
Kolkata,Office,Backpack,3.0,806,2418,2025-06-02
Jaipur,Electronics,Camera,16.0,3668,58688,2025-11-22
Bengaluru,Office,Printer,95.0,9692,920740,2025-04-03
Bengaluru,Fashion,Watch,84.0,512,43008,2025-08-20
Mysuru,Fashion,Jeans,2.0,3022,6044,2025-11-02
Lucknow,Accessories,Headphones,59.0,10214,602626,2025-03-27
Lucknow,Electronics,Laptop,15.0,8345,125175,2025-10-26
Patna,Fashion,T-Shirt,103.0,3520,362560,2025-07-11
Delhi,Office,Backpack,16.0,11408,182528,2025-10-18
Kolkata,Accessories,Keyboard,98.0,946,92708,2025-10-06
Bhopal,Electronics,Laptop,36.0,2514,90504,2025-07-06
Delhi,Accessories,Keyboard,57.0,4191,238887,2025-10-02
Mysuru,Electronics,Monitor,49.0,12941,634109,2025-03-01
Bhopal,Office,Printer,1.0,318,318,2025-03-03
Delhi,Home Appliances,Fan,54.0,11562,624348,2025-08-23
Pune,Fashion,Jeans,82.0,4639,380398,2025-09-15
Delhi,Fashion,Jeans,79.0,11532,911028,2025-01-20
Pune,Office,Printer,81.0,13741,1113021,2025-05-12
Mumbai,Electronics,Monitor,31.0,3344,103664,2025-02-17
Chennai,Home Appliances,Fan,111.0,12670,1406370,2025-09-17
Patna,Office,Printer,36.0,1069,38484,2025-04-04
Mysuru,Fashion,Watch,64.0,3088,197632,2025-03-22
Pune,Electronics,Laptop,83.0,6166,511778,2025-05-07
Mumbai,Accessories,Mouse,79.0,13391,1057889,2025-08-02
Jaipur,Electronics,Monitor,23.0,2789,64147,2025-01-16
Lucknow,Electronics,Laptop,115.0,4055,466325,2025-12-15
Mysuru,Home Appliances,Fan,54.0,3456,186624,2025-12-22
Mumbai,Accessories,Keyboard,100.0,2004,200400,2025-06-08
Mumbai,Fashion,Watch,112.0,3476,389312,2025-07-08
Chennai,Office,Backpack,7.0,14789,103523,2025-07-05
Ahmedabad,Home Appliances,Fan,23.0,6546,150558,2025-06-05
Bengaluru,Fashion,Shoes,35.0,3513,122955,2025-06-05
Ahmedabad,Home Appliances,Mixer,36.0,2436,87696,2025-02-28
Mysuru,Office,Backpack,22.0,12657,278454,2025-06-08
Mysuru,Accessories,Keyboard,102.0,13218,1348236,2025-11-20
Kochi,Fashion,Jeans,12.0,6945,83340,2025-09-16
Bhopal,Fashion,Watch,108.0,7781,840348,2025-05-01
Chennai,Office,Printer,32.0,5562,177984,2025-07-19
Bengaluru,Home Appliances,Mixer,117.0,9599,1123083,2025-01-14
Pune,Electronics,Camera,94.0,12792,1202448,2025-09-02
Mumbai,Home Appliances,Fan,62.0,13466,834892,2025-12-27
Bengaluru,Office,Backpack,31.0,1561,48391,2025-09-25
Surat,Office,Printer,17.0,6072,103224,2025-05-08
Bhopal,Electronics,Laptop,62.0,11161,691982,2025-05-06
Bhopal,Office,Printer,59.0,7798,460082,2025-03-28
Ahmedabad,Office,Printer,102.0,14479,1476858,2025-06-21
Jaipur,Electronics,Laptop,50.0,14838,741900,2025-12-11
Lucknow,Electronics,Tablet,55.0,12535,689425,2025-05-23
Lucknow,Home Appliances,Air Cooler,102.0,3593,366486,2025-11-03
Mumbai,Accessories,Headphones,66.0,11253,742698,2025-06-02
Kolkata,Office,Backpack,60.0,10343,620580,2025-01-12
Kolkata,Fashion,T-Shirt,72.0,11821,851112,2025-04-05
Lucknow,Fashion,T-Shirt,84.0,8039,675276,2025-12-25
