Order_ID,Date,City,Category,Product,Sales,Amount,Revenue
ORD006694,2026-05-01,Bhopal,Furniture,Bed,3,180643.71,31900.32
ORD006695,2025-03-16,Indore,Beauty,Face Wash,6,382412.04,94339.17
ORD006696,2026-05-04,Varanasi,Appliances,Microwave,8,829415.68,98507.55
ORD006697,2025-10-19,Ludhiana,Books,Exam Guide,24,1837897.2,477526.87
ORD006698,2025-08-15,Chennai,Appliances,Air Conditioner,6,769614.18,262616.38
ORD006699,2025-07-16,Thiruvananthapuram,Clothing,Saree,16,618254.88,181075.87
ORD006700,2026-03-15,Vadodara,Furniture,Sofa,1,66522.72,17983.69
ORD006701,2025-04-04,Hubballi,Clothing,Saree,20,2871678.8,525065.16
ORD006702,2025-01-26,Visakhapatnam,Appliances,Refrigerator,16,530211.36,137719.49
ORD006703,2025-01-05,Vadodara,Clothing,T-Shirt,1,39654.49,10713.8
ORD006704,2025-05-08,Ahmedabad,Books,Novel,5,446558.8,132720.81
ORD006705,2026-04-18,Hyderabad,Groceries,Cooking Oil,6,380446.5,75407.06
ORD006706,2025-02-10,Vijayawada,Furniture,Chair,8,960596.48,159285.67
ORD006707,2025-02-28,Bhopal,Groceries,Milk,3,297876.42,26271.1
ORD006708,2026-05-04,Surat,Beauty,Moisturizer,12,712925.88,219369.42
ORD006709,2026-01-02,Kochi,Furniture,Dining Table,2,208382.86,57399.65
ORD006710,2026-05-02,Gurugram,Furniture,Bookshelf,9,766146.33,80379.77
ORD006711,2025-01-04,Guwahati,Books,Notebook,1,120306.26,42072.3
ORD006712,2025-11-01,Noida,Clothing,T-Shirt,7,476184.24,68443.41
ORD006713,2025-05-29,Chennai,Books,Novel,1,14746.23,4687.92
ORD006714,2025-11-12,Kanpur,Clothing,Kurta,3,372240.6,128223.12
ORD006715,2025-04-17,Agra,Clothing,Jeans,1,147425.55,28350.03
ORD006716,2025-01-28,Nashik,Sports,Badminton Racket,23,2048722.01,676417.11
ORD006717,2025-06-24,Visakhapatnam,Clothing,Shoes,3,439139.55,67244.68
ORD006718,2025-12-31,Nashik,Electronics,Smart Watch,16,201771.36,61361.41
ORD006719,2025-06-11,Bengaluru,Electronics,Smart Watch,10,509103.7,52124.33
ORD006720,2026-04-12,Pune,Groceries,Rice,19,2689732.15,659083.11
ORD006721,2026-02-14,Lucknow,Sports,Cricket Bat,16,975912.8,283721.25
ORD006722,2025-06-17,Thiruvananthapuram,Appliances,Mixer Grinder,20,1312190.0,122578.31
ORD006723,2025-01-05,Coimbatore,Appliances,Air Conditioner,13,292960.2,60787.1
ORD006724,2025-01-30,Nagpur,Appliances,Washing Machine,10,601666.3,90522.82
ORD006725,2026-01-23,Agra,Sports,Yoga Mat,22,2462893.4,529676.68
ORD006726,2026-01-14,Thiruvananthapuram,Furniture,Bookshelf,11,1407172.58,446845.81
ORD006727,2025-10-13,Thiruvananthapuram,Clothing,Kurta,4,476083.32,76663.47
ORD006728,2025-02-08,Hyderabad,Furniture,Bed,12,1736159.88,148765.53
ORD006729,2025-09-09,Mysuru,Books,Notebook,16,102425.44,12906.53
ORD006730,2026-04-07,Bengaluru,Sports,Badminton Racket,9,366279.12,57951.53
ORD006731,2025-03-16,Jaipur,Appliances,Microwave,20,2918820.4,438861.47
ORD006732,2026-03-11,Delhi,Sports,Gym Gloves,17,1374770.79,369805.07
ORD006733,2025-12-03,Coimbatore,Electronics,Laptop,4,136707.44,35633.07
ORD006734,2025-08-16,Guwahati,Sports,Football,17,644040.92,158887.75
ORD006735,2025-12-07,Lucknow,Electronics,Tablet,9,85580.91,23613.24
ORD006736,2025-10-03,Lucknow,Furniture,Chair,1,66848.25,12245.33
ORD006737,2025-05-16,Mumbai,Furniture,Bed,2,128866.26,13016.58
ORD006738,2025-04-26,Mangalore,Groceries,Cooking Oil,19,1347364.67,352143.49
ORD006739,2025-05-09,Guwahati,Books,Exam Guide,24,379329.84,35198.13
ORD006740,2025-08-10,Chennai,Furniture,Bed,11,63360.33,18695.36
ORD006741,2026-01-16,Gurugram,Electronics,Laptop,12,1364281.8,149986.58
ORD006742,2025-05-26,Noida,Electronics,Laptop,16,1329347.04,170602.06
ORD006743,2026-04-17,Gurugram,Beauty,Face Wash,14,216813.24,53940.02
ORD006744,2025-02-17,Bengaluru,Books,Exam Guide,14,899327.1,103810.48
ORD006745,2025-03-02,Goa,Clothing,Jeans,25,874005.5,208251.53
ORD006746,2025-07-05,Mumbai,Appliances,Washing Machine,21,1865247.51,225288.56
ORD006747,2025-04-24,Nagpur,Clothing,Kurta,24,1310284.8,276502.49
ORD006748,2025-09-26,Gurugram,Groceries,Cooking Oil,9,1060139.97,100378.24
ORD006749,2026-02-18,Bengaluru,Furniture,Dining Table,12,1067903.88,318524.04
ORD006750,2026-03-17,Vijayawada,Appliances,Mixer Grinder,19,2093870.49,469067.26
ORD006751,2025-07-27,Nagpur,Electronics,Laptop,22,2555384.04,440561.9
ORD006752,2026-03-17,Tirupati,Clothing,T-Shirt,7,436098.11,122372.09
ORD006753,2025-02-05,Mysuru,Electronics,Smartphone,16,1977408.0,178739.71
ORD006754,2025-08-23,Hyderabad,Sports,Football,24,2354405.52,644949.05
ORD006755,2025-11-15,Mangalore,Electronics,Smartphone,11,1021859.74,325921.7
ORD006756,2025-02-09,Pune,Furniture,Chair,13,855047.96,155851.21
ORD006757,2025-06-27,Lucknow,Sports,Gym Gloves,19,1157856.77,344350.62
ORD006758,2026-03-18,Hubballi,Sports,Football,2,39999.56,7085.17
ORD006759,2025-11-13,Thiruvananthapuram,Sports,Yoga Mat,7,972487.11,290320.36
ORD006760,2026-04-29,Visakhapatnam,Clothing,Jeans,9,486018.54,144527.09
ORD006761,2026-04-22,Nashik,Electronics,Smart TV,1,91918.53,21230.46
ORD006762,2025-10-02,Goa,Books,Engineering Book,16,2187413.76,657646.91
ORD006763,2025-11-24,Vadodara,Groceries,Sugar,4,452899.64,156343.29
ORD006764,2025-05-04,Hubballi,Electronics,Smart TV,11,891362.23,195318.88
ORD006765,2026-02-20,Mumbai,Groceries,Rice,9,581816.16,81913.42
ORD006766,2026-05-03,Mumbai,Beauty,Shampoo,23,1842275.39,493738.01
ORD006767,2025-05-06,Hubballi,Books,Novel,9,763455.06,236107.95
ORD006768,2025-01-27,Mumbai,Books,Notebook,10,424697.0,135294.02
ORD006769,2025-09-08,Ludhiana,Beauty,Moisturizer,2,78988.84,6633.81
ORD006770,2025-04-07,Gurugram,Electronics,Smartphone,14,553091.14,61209.04
ORD006771,2026-04-05,Hyderabad,Electronics,Camera,11,1519955.03,447885.39
ORD006772,2025-09-04,Tirupati,Furniture,Wardrobe,11,1510761.89,254818.52
ORD006773,2025-09-06,Varanasi,Groceries,Tea Powder,25,3390.75,530.12
ORD006774,2026-02-06,Hubballi,Appliances,Refrigerator,6,459762.78,99019.5
ORD006775,2025-07-09,Kanpur,Electronics,Smart TV,12,567343.08,73540.02
ORD006776,2025-01-29,Mangalore,Clothing,Saree,3,144025.41,25902.16
ORD006777,2026-02-15,Coimbatore,Furniture,Dining Table,6,228051.12,23208.21
ORD006778,2025-06-26,Varanasi,Books,Dictionary,16,1614492.48,556483.01
ORD006779,2026-01-18,Mangalore,Electronics,Camera,4,125275.16,39295.36
ORD006780,2025-02-17,Nashik,Furniture,Wardrobe,3,230943.03,40851.79
ORD006781,2025-01-02,Jaipur,Appliances,Refrigerator,1,145169.26,48313.32
ORD006782,2025-06-19,Bengaluru,Books,Notebook,9,992456.64,179529.54
ORD006783,2025-07-28,Bhopal,Sports,Yoga Mat,7,842467.5,102432.84
ORD006784,2025-08-18,Goa,Clothing,Kurta,19,2546077.9,605093.82
ORD006785,2025-03-19,Gurugram,Groceries,Tea Powder,20,610788.4,142426.56
ORD006786,2025-07-07,Bhopal,Beauty,Perfume,20,147214.2,50680.73
ORD006787,2026-03-01,Guwahati,Sports,Football,2,131793.64,15835.3
ORD006788,2025-02-14,Kochi,Furniture,Dining Table,7,640504.34,102615.74
ORD006789,2025-04-24,Visakhapatnam,Clothing,Shoes,18,2668876.02,263604.89
ORD006790,2025-08-07,Vadodara,Sports,Gym Gloves,7,452611.74,61574.12
ORD006791,2025-06-11,Chennai,Beauty,Perfume,22,1012096.8,282976.23
ORD006792,2026-01-22,Guwahati,Appliances,Microwave,18,2054130.84,368517.59
ORD006793,2026-04-21,Vadodara,Beauty,Lipstick,13,1367807.09,401094.22
ORD006794,2025-07-30,Noida,Furniture,Wardrobe,20,1652673.0,345919.73
ORD006795,2026-02-19,Bengaluru,Groceries,Wheat Flour,5,149257.4,23272.45
ORD006796,2025-05-03,Patna,Groceries,Wheat Flour,23,1788713.45,448011.59
ORD006797,2025-11-09,Hubballi,Furniture,Bookshelf,1,115300.59,19322.87
ORD006798,2025-05-06,Delhi,Clothing,Kurta,9,8681.22,2518.57
ORD006799,2025-09-13,Chandigarh,Sports,Gym Gloves,17,774376.35,70335.23
ORD006800,2026-01-11,Bengaluru,Clothing,Kurta,24,578707.68,95434.16
ORD006801,2025-09-06,Indore,Sports,Gym Gloves,14,1057972.86,186593.92
ORD006802,2025-03-17,Hyderabad,Groceries,Tea Powder,18,2091904.92,718668.41
ORD006803,2026-02-13,Bengaluru,Groceries,Wheat Flour,19,1313148.33,138155.37
ORD006804,2025-07-05,Gurugram,Clothing,Jacket,16,122421.44,32515.62
ORD006805,2025-12-05,Vijayawada,Furniture,Wardrobe,5,78682.3,18264.5
ORD006806,2025-03-31,Vijayawada,Sports,Football,15,1187362.8,410830.94
ORD006807,2026-02-01,Tirupati,Furniture,Bed,19,1104704.84,92484.05
ORD006808,2025-10-29,Madurai,Sports,Yoga Mat,3,393897.06,48488.68
ORD006809,2025-07-13,Kanpur,Electronics,Tablet,12,310338.6,81133.63
ORD006810,2025-08-19,Delhi,Beauty,Moisturizer,14,1147091.96,115020.31
ORD006811,2025-08-22,Vadodara,Clothing,Jeans,4,399629.48,97750.93
ORD006812,2025-04-19,Bhopal,Books,Novel,4,25156.08,2435.56
ORD006813,2026-03-30,Mumbai,Appliances,Air Conditioner,20,1639113.0,507405.18
ORD006814,2026-02-24,Madurai,Appliances,Microwave,15,1240379.4,114142.24
ORD006815,2025-06-12,Ludhiana,Appliances,Air Conditioner,7,268248.19,86649.3
ORD006816,2025-02-05,Jaipur,Sports,Gym Gloves,13,117987.48,12623.35
ORD006817,2025-06-13,Chandigarh,Electronics,Smart TV,24,2618322.72,419884.75
ORD006818,2025-10-12,Patna,Books,Notebook,21,78583.05,16867.77
ORD006819,2025-11-25,Bhopal,Electronics,Smart Watch,15,1179799.5,388193.53
ORD006820,2026-03-24,Noida,Beauty,Perfume,4,76383.2,21267.93
ORD006821,2025-09-07,Vadodara,Books,Novel,3,150335.1,50777.8
ORD006822,2025-03-27,Noida,Furniture,Dining Table,7,750325.52,117501.3
ORD006823,2025-11-01,Coimbatore,Furniture,Bed,13,1915283.76,292898.88
ORD006824,2025-10-06,Ludhiana,Appliances,Microwave,7,876935.78,187778.92
ORD006825,2026-03-19,Patna,Clothing,Kurta,24,2906383.2,508621.05
ORD006826,2025-01-08,Chandigarh,Books,Exam Guide,5,24503.55,4004.01
ORD006827,2025-01-07,Nashik,Books,Dictionary,23,3158657.16,468517.25
ORD006828,2025-03-13,Noida,Furniture,Chair,15,663239.1,226855.34
ORD006829,2025-06-25,Thiruvananthapuram,Furniture,Wardrobe,17,1689194.63,519384.82
ORD006830,2025-06-21,Coimbatore,Clothing,Jacket,22,2818641.54,339409.62
ORD006831,2025-01-29,Gurugram,Sports,Gym Gloves,6,549353.1,128872.48
ORD006832,2025-01-23,Jaipur,Books,Engineering Book,23,1450415.19,357223.87
ORD006833,2025-04-27,Kolkata,Sports,Cricket Bat,11,1631955.49,245024.67
ORD006834,2025-04-22,Patna,Clothing,Kurta,18,1100384.64,247737.94
ORD006835,2025-11-07,Jaipur,Groceries,Tea Powder,7,876147.93,227737.49
ORD006836,2025-11-29,Lucknow,Sports,Football,12,1164842.04,172721.36
ORD006837,2025-07-04,Guwahati,Sports,Football,14,2064232.38,198799.62
ORD006838,2026-04-13,Thiruvananthapuram,Sports,Badminton Racket,9,866246.58,81416.39
ORD006839,2026-03-03,Thiruvananthapuram,Appliances,Washing Machine,21,2917229.7,789486.97
ORD006840,2025-11-28,Lucknow,Clothing,Kurta,16,557583.84,99651.81
ORD006841,2025-07-31,Hyderabad,Sports,Cricket Bat,24,279951.84,84522.81
ORD006842,2025-11-06,Bengaluru,Appliances,Mixer Grinder,19,2278604.83,228718.69
ORD006843,2025-07-20,Chennai,Electronics,Headphones,1,7138.82,776.15
ORD006844,2026-01-04,Visakhapatnam,Beauty,Moisturizer,10,510388.0,83685.82
ORD006845,2025-05-18,Hyderabad,Groceries,Rice,4,284952.4,62720.98
ORD006846,2025-12-20,Thiruvananthapuram,Sports,Football,24,1074901.2,306421.66
ORD006847,2025-12-07,Visakhapatnam,Clothing,T-Shirt,6,739317.18,85201.94
ORD006848,2025-02-25,Hyderabad,Books,Engineering Book,16,1857312.32,248024.87
ORD006849,2025-02-24,Mangalore,Sports,Gym Gloves,25,3378921.75,789919.55
ORD006850,2025-07-26,Noida,Electronics,Camera,2,188234.02,49555.24
ORD006851,2025-01-01,Thiruvananthapuram,Furniture,Sofa,3,96265.53,31427.93
ORD006852,2025-08-23,Bengaluru,Clothing,Jacket,1,61131.14,7797.81
ORD006853,2026-01-26,Ludhiana,Sports,Badminton Racket,10,1248241.1,317698.73
ORD006854,2025-02-01,Jaipur,Sports,Badminton Racket,14,1415235.64,462677.16
ORD006855,2025-05-15,Vadodara,Beauty,Perfume,16,2133212.64,557655.97
ORD006856,2025-10-21,Guwahati,Furniture,Sofa,1,23628.65,4276.37
ORD006857,2025-11-03,Goa,Beauty,Perfume,18,1947681.9,336379.63
ORD006858,2025-06-26,Nagpur,Books,Notebook,2,78246.76,7733.38
ORD006859,2026-01-26,Madurai,Beauty,Perfume,24,2824882.08,925339.47
ORD006860,2025-04-29,Kolkata,Groceries,Rice,13,1801180.81,277238.7
ORD006861,2025-09-11,Ludhiana,Electronics,Camera,21,3043595.94,353521.94
ORD006862,2026-02-02,Vadodara,Books,Notebook,21,2440268.04,344959.06
ORD006863,2026-05-01,Surat,Clothing,Saree,12,1222774.56,271249.33
ORD006864,2026-04-28,Hyderabad,Books,Notebook,10,1495677.8,482314.67
ORD006865,2025-05-21,Agra,Books,Engineering Book,21,2005605.0,373449.65
ORD006866,2025-10-16,Varanasi,Books,Engineering Book,7,694808.1,111079.78
ORD006867,2025-02-08,Noida,Electronics,Smart TV,21,2828567.91,729653.07
ORD006868,2025-11-11,Noida,Electronics,Laptop,18,788528.16,272640.62
ORD006869,2025-03-04,Ludhiana,Clothing,Saree,3,170857.83,25647.78
ORD006870,2025-11-06,Jaipur,Clothing,Saree,14,747443.62,130157.19
ORD006871,2025-06-25,Nagpur,Books,Novel,10,774061.4,76855.39
ORD006872,2026-01-16,Chennai,Beauty,Shampoo,12,1380913.8,419580.25
ORD006873,2025-06-29,Agra,Appliances,Washing Machine,22,3260320.36,1046250.57
ORD006874,2025-05-16,Lucknow,Furniture,Bookshelf,25,838021.25,113330.09
ORD006875,2025-08-01,Gurugram,Appliances,Refrigerator,23,94789.21,27345.41
ORD006876,2025-05-03,Ludhiana,Groceries,Rice,19,938294.86,239346.17
ORD006877,2026-03-15,Tirupati,Beauty,Shampoo,24,2820825.6,923602.16
ORD006878,2026-01-08,Delhi,Beauty,Moisturizer,24,1702568.16,594434.8
ORD006879,2025-02-06,Madurai,Furniture,Dining Table,6,66547.86,7134.17
ORD006880,2025-09-19,Surat,Clothing,Kurta,21,481174.47,164789.49
ORD006881,2025-09-16,Agra,Furniture,Chair,9,1037234.43,355940.35
ORD006882,2025-01-15,Gurugram,Groceries,Cooking Oil,2,146380.38,26330.74
ORD006883,2026-04-23,Mangalore,Books,Novel,21,2273414.01,573774.32
ORD006884,2025-05-11,Bhopal,Clothing,Kurta,6,399740.04,51331.6
ORD006885,2026-01-29,Chandigarh,Groceries,Wheat Flour,11,748058.3,60514.55
ORD006886,2025-09-04,Madurai,Books,Dictionary,2,76749.24,16316.42
ORD006887,2025-12-25,Madurai,Groceries,Cooking Oil,16,1187925.28,200497.01
ORD006888,2026-02-20,Chandigarh,Groceries,Tea Powder,7,408670.99,121577.75
ORD006889,2025-10-28,Nashik,Appliances,Microwave,9,146102.67,38467.81
ORD006890,2025-03-20,Mangalore,Groceries,Tea Powder,15,2189501.85,701471.97
ORD006891,2026-02-16,Lucknow,Clothing,Kurta,24,2177849.76,233387.91
ORD006892,2025-09-04,Visakhapatnam,Beauty,Lipstick,20,2171050.2,357544.8
ORD006893,2025-07-04,Tirupati,Appliances,Mixer Grinder,24,3578049.36,1211492.67
ORD006894,2025-10-21,Indore,Beauty,Perfume,7,74861.36,19078.55
ORD006895,2026-04-05,Bhopal,Groceries,Rice,21,942564.63,201405.35
ORD006896,2025-07-04,Chandigarh,Sports,Cricket Bat,24,343337.52,70553.69
ORD006897,2025-03-29,Pune,Electronics,Smartphone,1,120285.5,35146.44
ORD006898,2025-07-02,Chandigarh,Books,Dictionary,10,994704.8,286674.09
ORD006899,2025-06-16,Mumbai,Books,Novel,12,218179.44,24831.84
ORD006900,2025-11-11,Hyderabad,Groceries,Tea Powder,21,2475011.07,327161.53
ORD006901,2025-11-03,Bhopal,Electronics,Tablet,16,2003508.48,367504.8
ORD006902,2025-12-17,Goa,Groceries,Wheat Flour,15,1426367.7,463360.06
ORD006903,2026-02-01,Thiruvananthapuram,Clothing,Shoes,10,1013609.2,298234.74
ORD006904,2025-04-10,Vijayawada,Clothing,Jeans,17,1725177.0,359607.75
ORD006905,2025-04-16,Mysuru,Furniture,Sofa,6,601699.32,171548.24
ORD006906,2026-01-11,Delhi,Books,Engineering Book,15,732648.3,177813.6
ORD006907,2026-02-05,Surat,Furniture,Chair,9,883399.59,134512.6
ORD006908,2025-10-22,Hubballi,Furniture,Wardrobe,22,893153.14,305145.49
ORD006909,2025-10-22,Agra,Sports,Football,22,670030.9,103886.6
ORD006910,2026-03-14,Noida,Clothing,Kurta,22,247762.68,43552.18
ORD006911,2025-01-31,Guwahati,Groceries,Sugar,17,846240.45,215541.95
ORD006912,2025-03-02,Tirupati,Beauty,Lipstick,5,262506.25,66809.05
ORD006913,2025-01-10,Chennai,Electronics,Smartphone,21,1674432.06,338723.19
ORD006914,2025-08-01,Kolkata,Books,Notebook,9,375710.94,105308.28
ORD006915,2026-02-12,Guwahati,Sports,Cricket Bat,13,1420339.57,376816.32
ORD006916,2025-01-01,Coimbatore,Electronics,Laptop,2,214970.8,30813.8
ORD006917,2025-07-13,Nagpur,Furniture,Sofa,13,1275840.67,219935.13
ORD006918,2026-03-05,Mangalore,Appliances,Mixer Grinder,14,1772948.52,546809.15
ORD006919,2025-09-02,Gurugram,Sports,Badminton Racket,7,761565.77,181821.06
ORD006920,2025-09-24,Chennai,Books,Notebook,25,222322.75,17948.78
ORD006921,2025-05-05,Delhi,Beauty,Moisturizer,25,3007101.75,363890.96
ORD006922,2025-06-09,Surat,Electronics,Headphones,14,1597924.3,208003.62
ORD006923,2025-06-21,Guwahati,Books,Novel,4,502682.0,169257.39
ORD006924,2026-03-24,Patna,Groceries,Cooking Oil,1,48364.45,14002.86
ORD006925,2025-09-28,Tirupati,Appliances,Washing Machine,20,2209.6,469.54
ORD006926,2025-10-22,Guwahati,Furniture,Bookshelf,5,434296.55,42061.97
ORD006927,2025-01-26,Mysuru,Sports,Cricket Bat,2,143805.06,44842.23
ORD006928,2026-03-10,Pune,Sports,Gym Gloves,13,1178121.23,164310.82
ORD006929,2025-08-24,Coimbatore,Books,Novel,19,168809.87,18901.92
ORD006930,2025-05-26,Chandigarh,Books,Exam Guide,22,670768.78,161315.88
ORD006931,2025-01-25,Bengaluru,Sports,Gym Gloves,19,2650878.1,489234.02
ORD006932,2026-03-18,Guwahati,Books,Notebook,3,388389.96,46756.37
ORD006933,2025-06-09,Varanasi,Groceries,Rice,22,2478713.6,560400.02
ORD006934,2026-02-03,Tirupati,Books,Exam Guide,17,2311282.77,280463.24
ORD006935,2025-07-20,Mysuru,Groceries,Cooking Oil,20,1210997.2,270509.95
ORD006936,2025-12-23,Noida,Sports,Football,9,1242877.05,162315.93
ORD006937,2025-06-16,Bengaluru,Groceries,Rice,19,2032679.47,198179.53
ORD006938,2026-02-20,Coimbatore,Appliances,Mixer Grinder,19,2815794.49,237393.84
ORD006939,2025-02-14,Hubballi,Groceries,Wheat Flour,15,1930477.8,533279.58
ORD006940,2025-02-03,Hubballi,Furniture,Chair,15,1720967.55,380176.06
ORD006941,2025-05-31,Tirupati,Appliances,Refrigerator,6,815720.82,105454.69
ORD006942,2026-02-10,Pune,Sports,Badminton Racket,21,757519.98,76908.61
ORD006943,2026-02-05,Nashik,Beauty,Lipstick,22,2112379.94,547646.69
ORD006944,2025-05-01,Kolkata,Groceries,Sugar,12,1631485.8,310381.29
ORD006945,2025-11-09,Chennai,Books,Dictionary,8,142500.0,36549.63
ORD006946,2025-07-15,Kolkata,Furniture,Chair,17,1854634.38,503484.91
ORD006947,2026-01-11,Nashik,Electronics,Laptop,15,1337426.85,216720.97
ORD006948,2025-10-07,Agra,Appliances,Microwave,2,231042.22,61049.57
ORD006949,2026-04-10,Kolkata,Furniture,Chair,20,2282233.6,562299.84
ORD006950,2025-12-27,Goa,Clothing,Kurta,19,2527120.08,884258.69
ORD006951,2025-01-28,Kanpur,Furniture,Wardrobe,14,1658468.0,372200.61
ORD006952,2025-08-05,Varanasi,Electronics,Headphones,14,2010210.44,187943.99
ORD006953,2026-03-22,Surat,Furniture,Chair,3,193176.03,48766.38
ORD006954,2026-03-04,Kolkata,Sports,Cricket Bat,16,1822561.44,482806.95
ORD006955,2025-10-13,Mumbai,Appliances,Washing Machine,14,1866165.84,385499.89
ORD006956,2025-05-24,Madurai,Electronics,Tablet,24,3523219.44,809213.85
ORD006957,2025-12-26,Kochi,Electronics,Tablet,16,1708514.08,408574.64
ORD006958,2025-01-31,Nagpur,Beauty,Shampoo,10,1497699.3,133355.27
ORD006959,2025-07-31,Mangalore,Groceries,Rice,3,335962.59,74039.37
ORD006960,2026-01-31,Mysuru,Furniture,Bed,19,1592239.14,314475.24
ORD006961,2025-08-03,Surat,Clothing,Shoes,20,912640.2,302151.32
ORD006962,2025-09-17,Nashik,Appliances,Refrigerator,19,2751072.51,477266.4
ORD006963,2025-01-06,Mangalore,Groceries,Wheat Flour,3,269707.95,24336.47
ORD006964,2025-03-10,Patna,Clothing,Kurta,7,275991.73,68486.28
ORD006965,2025-06-17,Thiruvananthapuram,Clothing,Kurta,23,2621832.1,248585.26
ORD006966,2026-01-16,Chandigarh,Appliances,Washing Machine,17,440780.76,108692.29
ORD006967,2026-02-08,Agra,Beauty,Face Wash,7,729045.1,108728.59
ORD006968,2025-06-10,Ludhiana,Clothing,T-Shirt,17,1616274.15,180442.56
ORD006969,2025-07-09,Vijayawada,Beauty,Shampoo,20,830839.6,88822.18
ORD006970,2026-02-17,Tirupati,Furniture,Dining Table,25,3348695.75,1156375.44
ORD006971,2025-04-21,Bhopal,Groceries,Wheat Flour,16,868899.52,187808.17
ORD006972,2025-06-13,Pune,Books,Engineering Book,15,720157.65,90052.48
ORD006973,2025-03-16,Patna,Clothing,Shoes,5,209430.65,30954.09
ORD006974,2026-02-10,Bhopal,Furniture,Bookshelf,19,997126.08,279578.59
ORD006975,2026-03-30,Chandigarh,Sports,Badminton Racket,6,496806.06,105583.48
ORD006976,2025-12-20,Delhi,Groceries,Milk,1,63105.5,9461.89
ORD006977,2025-09-23,Madurai,Beauty,Face Wash,2,299705.44,48642.59
ORD006978,2025-03-23,Vadodara,Clothing,Saree,2,142861.58,37609.68
ORD006979,2025-04-03,Mangalore,Sports,Football,24,1251842.88,249098.05
ORD006980,2025-03-22,Noida,Groceries,Sugar,1,114946.27,36402.95
ORD006981,2025-01-31,Gurugram,Beauty,Moisturizer,24,785186.4,66942.44
ORD006982,2025-03-15,Tirupati,Beauty,Face Wash,5,619901.75,72335.34
ORD006983,2025-01-11,Chennai,Groceries,Sugar,14,2086604.52,377225.56
ORD006984,2025-08-19,Mangalore,Furniture,Sofa,7,892724.91,224695.17
ORD006985,2026-03-24,Bhopal,Electronics,Smart Watch,10,1150699.3,349750.96
ORD006986,2025-10-06,Kochi,Appliances,Mixer Grinder,11,1249514.64,387124.21
ORD006987,2025-10-30,Thiruvananthapuram,Sports,Football,3,106595.46,21179.11
ORD006988,2026-03-11,Madurai,Books,Novel,1,129272.58,34435.58
ORD006989,2026-01-14,Varanasi,Beauty,Perfume,6,485938.2,115409.14
ORD006990,2025-12-04,Lucknow,Furniture,Dining Table,21,2466342.9,345808.53
ORD006991,2026-01-24,Noida,Sports,Badminton Racket,23,2580330.44,795155.14
ORD006992,2025-06-17,Nashik,Books,Exam Guide,10,498930.7,61270.56
ORD006993,2025-12-03,Kanpur,Sports,Football,5,9512.55,3238.74
ORD006994,2025-03-09,Guwahati,Groceries,Milk,9,913710.78,270453.96
ORD006995,2025-12-14,Bhopal,Sports,Cricket Bat,17,146650.16,14708.48
ORD006996,2025-11-06,Chandigarh,Sports,Cricket Bat,19,1689744.86,432729.74
ORD006997,2025-09-28,Ahmedabad,Appliances,Microwave,2,285359.98,73527.65
ORD006998,2025-10-26,Lucknow,Groceries,Tea Powder,20,424386.8,77622.95
ORD006999,2025-12-25,Surat,Sports,Cricket Bat,23,641990.03,139214.85
ORD007000,2025-01-07,Hyderabad,Books,Novel,8,506273.92,66562.74
ORD007001,2026-04-13,Coimbatore,Beauty,Shampoo,21,3003510.51,853034.13
ORD007002,2025-02-07,Bengaluru,Clothing,Jacket,22,1919113.9,471421.25
ORD007003,2025-10-26,Visakhapatnam,Clothing,Jeans,6,492676.5,112084.2
ORD007004,2025-07-16,Goa,Electronics,Camera,17,1937632.63,426526.78
ORD007005,2025-02-20,Ahmedabad,Electronics,Headphones,3,398012.79,32230.64
ORD007006,2026-02-04,Nagpur,Appliances,Air Conditioner,7,739397.19,64275.89
ORD007007,2025-12-06,Delhi,Sports,Yoga Mat,17,1658486.68,572212.8
ORD007008,2026-02-04,Nashik,Appliances,Microwave,7,842467.64,178395.08
ORD007009,2025-09-11,Nagpur,Furniture,Dining Table,14,1803852.12,492033.81
ORD007010,2026-04-28,Bhopal,Books,Exam Guide,18,2110007.52,296215.89
ORD007011,2025-06-05,Ahmedabad,Furniture,Bookshelf,22,3043546.44,288533.82
ORD007012,2025-08-29,Surat,Groceries,Tea Powder,23,832129.65,239826.05
ORD007013,2025-03-02,Hubballi,Books,Notebook,17,1826206.47,274997.29
ORD007014,2025-08-30,Bengaluru,Furniture,Wardrobe,3,364887.57,112758.18
ORD007015,2026-04-02,Kanpur,Appliances,Mixer Grinder,20,276305.2,93250.19
ORD007016,2025-12-21,Pune,Groceries,Rice,6,868092.78,153077.19
ORD007017,2025-04-19,Hubballi,Books,Notebook,1,32658.8,3769.13
ORD007018,2026-01-20,Ahmedabad,Furniture,Dining Table,16,1267534.08,254644.97
ORD007019,2026-03-15,Nagpur,Electronics,Tablet,23,845255.29,99698.01
ORD007020,2025-06-12,Tirupati,Beauty,Moisturizer,18,249744.24,25330.54
ORD007021,2025-07-15,Guwahati,Clothing,T-Shirt,7,26204.36,3948.01
ORD007022,2026-03-31,Gurugram,Beauty,Perfume,6,789209.34,82193.25
ORD007023,2026-04-06,Mysuru,Furniture,Sofa,8,116959.12,10699.54
ORD007024,2026-03-21,Nagpur,Furniture,Bed,25,1216143.0,171337.13
ORD007025,2025-12-06,Indore,Clothing,Jeans,18,1761951.42,176712.5
ORD007026,2025-10-14,Nagpur,Books,Novel,1,127600.7,32694.1
