Product_ID,City,Category,Product_Name,Brand,Seller_Name,Price_INR,Stock_Available,Units_Sold,Customer_Rating
1759,Hyderabad,Electronics,Laptop,Philips,Acharya LLC,134740,117,114,4.1
1760,Hyderabad,Electronics,Smart TV,Samsung,Keer-Anand,116920,382,230,4.5
1761,Hyderabad,Electronics,Smart TV,Samsung,Suri-Vasa,30179,314,33,4.7
1762,Hyderabad,Electronics,Smart TV,Philips,Sarraf LLC,25496,50,46,4.5
1763,Hyderabad,Electronics,Smart TV,Mi,Kar-Tak,103771,463,459,3.8
1764,Hyderabad,Electronics,Smart TV,Sony,"Sharaf, Jaggi and Babu",39078,352,12,3.5
1765,Hyderabad,Electronics,Bluetooth Speaker,Boat,"Deshmukh, Ratta and Hora",125188,290,152,4.4
1766,Hyderabad,Electronics,Bluetooth Speaker,Tata,Jha-Bhattacharyya,34143,127,18,4.5
1767,Hyderabad,Electronics,Bluetooth Speaker,LG,"Sharaf, Gour and Bhat",69856,407,233,4.1
1768,Hyderabad,Electronics,Bluetooth Speaker,Godrej,"Gola, Reddy and Yadav",97834,267,38,4.6
1769,Hyderabad,Electronics,Bluetooth Speaker,Nike,Loke Group,3221,369,313,3.5
1770,Hyderabad,Electronics,Tablet,Boat,"Kapoor, Toor and Boase",98956,283,261,4.9
1771,Hyderabad,Electronics,Tablet,Bajaj,Behl-Ben,121977,441,288,4.7
1772,Hyderabad,Electronics,Tablet,Prestige,Loke and Sons,119528,94,63,4.4
1773,Hyderabad,Electronics,Tablet,Apple,Bera LLC,62254,166,5,4.8
1774,Hyderabad,Electronics,Tablet,Puma,Kaul and Sons,60009,135,128,4.2
1775,Hyderabad,Electronics,Gaming Console,Samsung,Yohannan LLC,51177,379,290,4.7
1776,Hyderabad,Electronics,Gaming Console,Bajaj,"Chanda, Mahal and Sinha",144915,152,93,4.3
1777,Hyderabad,Electronics,Gaming Console,Philips,Vora-Bail,91718,200,38,4.6
1778,Hyderabad,Electronics,Gaming Console,Puma,Wason PLC,78575,11,1,4.6
1779,Hyderabad,Electronics,Gaming Console,Boat,Thaman Inc,62140,82,69,4.3
1780,Hyderabad,Electronics,Smart Watch,Boat,"Sanghvi, Sandhu and Chatterjee",113743,365,174,4.3
1781,Hyderabad,Electronics,Smart Watch,Godrej,Sangha-Dhingra,88938,201,176,4.1
1782,Hyderabad,Electronics,Smart Watch,Mi,"Arora, Rao and Mand",98272,318,51,4.7
1783,Hyderabad,Electronics,Smart Watch,Sony,Savant and Sons,47188,495,344,4.1
1784,Hyderabad,Electronics,Smart Watch,Mi,"Walla, Vaidya and Walla",57079,143,20,4.4
1785,Hyderabad,Electronics,Headphones,Puma,Krish-Apte,94853,207,112,4.1
1786,Hyderabad,Electronics,Headphones,Dell,Jain-Sachdev,48947,181,37,4.3
1787,Hyderabad,Electronics,Headphones,HP,Chawla Inc,45683,27,11,4.3
1788,Hyderabad,Electronics,Headphones,Godrej,Sarna Inc,28470,377,92,4.1
1789,Hyderabad,Electronics,Headphones,Puma,"Shere, Zachariah and Hora",11836,191,67,3.7
1790,Hyderabad,Furniture,Sofa,LG,Borde-Mannan,61585,281,275,3.6
1791,Hyderabad,Furniture,Sofa,Nike,"Bhagat, Butala and Sama",50373,73,33,4.7
1792,Hyderabad,Furniture,Sofa,LG,"Varma, Kakar and Chaudry",9896,253,201,5.0
1793,Hyderabad,Furniture,Sofa,Adidas,"Raj, Konda and Tata",26741,197,149,3.8
1794,Hyderabad,Furniture,Sofa,Samsung,Hayre and Sons,48738,389,197,3.7
1795,Hyderabad,Furniture,Dining Table,Puma,Koshy PLC,14133,202,186,3.6
1796,Hyderabad,Furniture,Dining Table,Prestige,Bhavsar Ltd,89235,373,336,4.2
1797,Hyderabad,Furniture,Dining Table,LG,Sathe Group,57096,50,30,4.0
1798,Hyderabad,Furniture,Dining Table,Sony,Jaggi PLC,9378,119,92,4.2
1799,Hyderabad,Furniture,Dining Table,Nike,"Rout, Sura and Mann",143456,157,156,3.5
1800,Hyderabad,Furniture,Office Chair,Apple,Khanna and Sons,112832,215,193,4.0
1801,Hyderabad,Furniture,Office Chair,Adidas,"Sangha, Choudhary and Mallick",134758,27,3,3.9
1802,Hyderabad,Furniture,Office Chair,Lenovo,"Buch, Saraf and Ram",123583,110,18,4.6
1803,Hyderabad,Furniture,Office Chair,Boat,"Yohannan, Goswami and Bala",33697,135,49,4.4
1804,Hyderabad,Furniture,Office Chair,Bajaj,"Mallick, Khanna and Rajagopalan",111570,148,133,4.2
1805,Hyderabad,Furniture,Bed,Godrej,Sane Ltd,108838,69,34,4.3
1806,Hyderabad,Furniture,Bed,Adidas,Doshi Inc,147819,22,14,4.7
1807,Hyderabad,Furniture,Bed,Dell,Talwar-Date,106442,226,80,3.8
1808,Hyderabad,Furniture,Bed,HP,"Desai, Kumer and Sodhi",66628,15,6,3.8
1809,Hyderabad,Furniture,Bed,Mi,Kakar-Zacharia,91187,261,27,4.7
1810,Hyderabad,Furniture,Wardrobe,Lenovo,Grewal Inc,74752,420,262,3.8
1811,Hyderabad,Furniture,Wardrobe,Reliance,Sen-Mani,109729,500,410,3.7
1812,Hyderabad,Furniture,Wardrobe,Reliance,Dar-Sant,97845,299,298,3.8
1813,Hyderabad,Furniture,Wardrobe,Godrej,"Banik, Varghese and Aggarwal",41712,496,135,3.5
1814,Hyderabad,Furniture,Wardrobe,Apple,Bhattacharyya LLC,110051,365,65,4.8
1815,Hyderabad,Furniture,Bookshelf,Prestige,"Walia, Grover and Sekhon",119611,23,3,4.3
1816,Hyderabad,Furniture,Bookshelf,Tata,"Cherian, Luthra and Varty",66616,352,128,4.4
1817,Hyderabad,Furniture,Bookshelf,HP,"Arya, Khalsa and Aggarwal",15611,81,33,4.5
1818,Hyderabad,Furniture,Bookshelf,Samsung,Chanda Ltd,9178,87,31,4.7
1819,Hyderabad,Furniture,Bookshelf,Boat,"Lad, Mangat and Brahmbhatt",147084,495,330,4.3
1820,Hyderabad,Furniture,Coffee Table,Samsung,Samra-Sethi,108839,409,264,4.8
1821,Hyderabad,Furniture,Coffee Table,Prestige,Savant-Choudhry,103859,97,81,3.6
1822,Hyderabad,Furniture,Coffee Table,Bajaj,"Bhat, Devan and Chopra",76961,381,125,4.9
1823,Hyderabad,Furniture,Coffee Table,Prestige,Bhargava Ltd,2556,217,60,4.3
1824,Hyderabad,Furniture,Coffee Table,Apple,Tailor-Bhasin,54558,202,102,4.3
1825,Hyderabad,Furniture,TV Unit,Reliance,"Khare, Wadhwa and Chandra",55310,23,14,3.6
1826,Hyderabad,Furniture,TV Unit,Godrej,"Ray, Dewan and Barman",93069,173,55,4.2
1827,Hyderabad,Furniture,TV Unit,Samsung,Chowdhury PLC,69851,161,45,4.3
1828,Hyderabad,Furniture,TV Unit,Philips,Solanki and Sons,69631,268,39,4.0
1829,Hyderabad,Furniture,TV Unit,Boat,Kibe Ltd,111748,198,86,4.7
1830,Hyderabad,Fashion,T-Shirt,Dell,Sahni Inc,2697,380,29,4.3
1831,Hyderabad,Fashion,T-Shirt,Tata,Bedi Ltd,56858,233,220,5.0
1832,Hyderabad,Fashion,T-Shirt,Adidas,Samra-Choudhury,20515,129,19,4.9
1833,Hyderabad,Fashion,T-Shirt,Samsung,Garg and Sons,27701,79,31,4.2
1834,Hyderabad,Fashion,T-Shirt,Lenovo,"Venkatesh, Saran and Chander",19247,48,31,3.9
1835,Hyderabad,Fashion,Jeans,Reliance,"Keer, Bobal and Deol",42532,122,39,3.6
1836,Hyderabad,Fashion,Jeans,LG,Khosla-Butala,42386,485,54,3.9
1837,Hyderabad,Fashion,Jeans,Puma,Upadhyay-Baria,139893,360,124,4.2
1838,Hyderabad,Fashion,Jeans,Mi,"Bora, Joshi and Tripathi",21499,106,23,4.3
1839,Hyderabad,Fashion,Jeans,Tata,Deol-Agarwal,47909,102,24,4.3
1840,Hyderabad,Fashion,Kurti,Ikea,"Bala, Khare and Ramanathan",102414,452,132,4.7
1841,Hyderabad,Fashion,Kurti,Lenovo,Char-Sharaf,105377,352,44,3.8
1842,Hyderabad,Fashion,Kurti,Adidas,"Thakur, Baria and Deol",66452,358,72,4.1
1843,Hyderabad,Fashion,Kurti,Mi,"Walla, Kanda and Bail",19138,150,130,4.6
1844,Hyderabad,Fashion,Kurti,Mi,Atwal-Srinivasan,14186,395,212,3.7
1845,Hyderabad,Fashion,Sneakers,Boat,Sundaram Inc,41705,107,90,3.8
1846,Hyderabad,Fashion,Sneakers,Apple,Shere-Sarin,28571,118,80,3.5
1847,Hyderabad,Fashion,Sneakers,Prestige,"Deol, Venkatesh and Ramanathan",100611,122,35,3.6
1848,Hyderabad,Fashion,Sneakers,Dell,"Devan, Chander and Dutt",62324,472,440,5.0
1849,Hyderabad,Fashion,Sneakers,Dell,Mander LLC,117341,390,66,4.1
1850,Hyderabad,Fashion,Jacket,Philips,Raju Ltd,20516,299,202,4.2
1851,Hyderabad,Fashion,Jacket,Prestige,Vig PLC,116797,45,45,4.0
1852,Hyderabad,Fashion,Jacket,Sony,Bansal-Sharma,120103,287,270,4.8
1853,Hyderabad,Fashion,Jacket,Adidas,"Bora, Ravi and Gupta",31020,452,185,3.7
1854,Hyderabad,Fashion,Jacket,Prestige,Kalita Inc,13282,20,1,3.8
1855,Hyderabad,Fashion,Watch,Apple,Vala-Jain,6621,102,62,4.5
1856,Hyderabad,Fashion,Watch,Prestige,"Ranganathan, Sodhi and Doctor",47814,244,115,4.0
1857,Hyderabad,Fashion,Watch,HP,Saran LLC,12922,124,75,4.0
1858,Hyderabad,Fashion,Watch,Lenovo,Sathe-Shukla,104758,424,322,3.9
1859,Hyderabad,Fashion,Watch,Boat,Dave Group,125614,287,17,4.2
1860,Hyderabad,Fashion,Handbag,Philips,Agrawal and Sons,4746,291,274,4.4
1861,Hyderabad,Fashion,Handbag,LG,"Raman, Kohli and Dubey",114666,66,21,3.8
1862,Hyderabad,Fashion,Handbag,Nike,"Thaman, Chatterjee and Agate",104257,19,18,4.4
1863,Hyderabad,Fashion,Handbag,Boat,Mall-Kannan,48524,414,68,3.9
1864,Hyderabad,Fashion,Handbag,Samsung,Lalla and Sons,110964,474,252,4.9
1865,Hyderabad,Fashion,Sunglasses,Mi,"Dutt, Char and Bhatnagar",30996,423,404,4.1
1866,Hyderabad,Fashion,Sunglasses,Apple,Bava LLC,90101,249,56,4.4
1867,Hyderabad,Fashion,Sunglasses,HP,Sharaf-Sodhi,135547,323,264,3.8
1868,Hyderabad,Fashion,Sunglasses,Mi,"Bhatia, Kar and Baral",3003,139,75,3.9
1869,Hyderabad,Fashion,Sunglasses,HP,Bail-Ram,80616,244,139,3.8
1870,Hyderabad,Home Appliances,Refrigerator,Apple,"Viswanathan, Tripathi and Vaidya",22837,260,153,3.6
1871,Hyderabad,Home Appliances,Refrigerator,Philips,Chopra Inc,73993,31,28,3.6
1872,Hyderabad,Home Appliances,Refrigerator,Ikea,Chawla Inc,15006,444,19,4.4
1873,Hyderabad,Home Appliances,Refrigerator,Nike,Ghose Inc,86571,130,16,4.3
1874,Hyderabad,Home Appliances,Refrigerator,Ikea,Bali-Loke,20492,106,40,3.9
1875,Hyderabad,Home Appliances,Washing Machine,Apple,"Sha, Balakrishnan and Trivedi",48134,172,4,4.2
1876,Hyderabad,Home Appliances,Washing Machine,Adidas,Ahuja-Date,145385,224,176,4.1
1877,Hyderabad,Home Appliances,Washing Machine,Samsung,Dhaliwal-Kumar,89185,276,213,3.7
1878,Hyderabad,Home Appliances,Washing Machine,Tata,Sur-Bhalla,102518,22,18,3.7
1879,Hyderabad,Home Appliances,Washing Machine,HP,Sule PLC,9946,238,168,4.6
1880,Hyderabad,Home Appliances,Microwave,Tata,"Devan, Wadhwa and Wable",72423,464,447,4.1
1881,Hyderabad,Home Appliances,Microwave,LG,"Soni, Wadhwa and Datta",31127,193,73,3.6
1882,Hyderabad,Home Appliances,Microwave,Prestige,Kuruvilla-Ben,10470,36,31,3.9
1883,Hyderabad,Home Appliances,Microwave,Boat,Jha LLC,3543,464,391,4.0
1884,Hyderabad,Home Appliances,Microwave,Bajaj,"Mangat, Sastry and Wadhwa",149916,53,19,3.9
1885,Hyderabad,Home Appliances,Air Conditioner,LG,Sehgal-Bhavsar,71678,397,329,3.7
1886,Hyderabad,Home Appliances,Air Conditioner,Lenovo,"Swamy, Subramaniam and Lad",149149,422,324,4.6
1887,Hyderabad,Home Appliances,Air Conditioner,Prestige,Shah Ltd,82442,296,126,4.0
1888,Hyderabad,Home Appliances,Air Conditioner,Bajaj,Sharma LLC,120153,481,267,3.9
1889,Hyderabad,Home Appliances,Air Conditioner,Boat,Yogi-Kala,19978,280,29,3.6
1890,Hyderabad,Home Appliances,Mixer Grinder,Philips,"Jha, Sha and Sarma",41876,125,38,4.7
1891,Hyderabad,Home Appliances,Mixer Grinder,Mi,"Korpal, Dugar and Vaidya",96601,268,114,4.9
1892,Hyderabad,Home Appliances,Mixer Grinder,Mi,Dar Ltd,65351,52,1,3.8
1893,Hyderabad,Home Appliances,Mixer Grinder,Adidas,"Kapur, Maharaj and Brar",61236,350,137,3.7
1894,Hyderabad,Home Appliances,Mixer Grinder,Prestige,Luthra Inc,16795,439,76,4.1
1895,Hyderabad,Home Appliances,Vacuum Cleaner,Apple,"Gaba, Krishnamurthy and Bakshi",147916,224,87,4.4
1896,Hyderabad,Home Appliances,Vacuum Cleaner,Samsung,Karnik-Dhingra,8586,204,42,4.5
1897,Hyderabad,Home Appliances,Vacuum Cleaner,Reliance,Sani and Sons,46822,206,75,4.8
1898,Hyderabad,Home Appliances,Vacuum Cleaner,Samsung,Kashyap-Bora,31068,134,17,4.7
1899,Hyderabad,Home Appliances,Vacuum Cleaner,Samsung,Kala Group,82811,258,125,4.6
1900,Hyderabad,Home Appliances,Water Purifier,Adidas,Chadha-Shan,61267,365,18,4.1
1901,Hyderabad,Home Appliances,Water Purifier,Apple,Mangal Group,6265,134,40,4.1
1902,Hyderabad,Home Appliances,Water Purifier,Apple,Bains and Sons,85546,276,66,3.9
1903,Hyderabad,Home Appliances,Water Purifier,Ikea,"Wable, Sabharwal and Chaudhry",64474,164,107,3.9
1904,Hyderabad,Home Appliances,Water Purifier,HP,"Mall, Dua and Gulati",98698,379,343,3.8
1905,Hyderabad,Groceries,Rice,Puma,Wali LLC,125721,127,74,3.7
1906,Hyderabad,Groceries,Rice,Apple,"Aggarwal, Ahluwalia and Bawa",93760,265,217,4.9
1907,Hyderabad,Groceries,Rice,Adidas,Chandran Inc,7323,93,52,4.3
1908,Hyderabad,Groceries,Rice,Prestige,Vig and Sons,115864,90,40,3.7
1909,Hyderabad,Groceries,Rice,Boat,"Choudhury, Bhavsar and Solanki",109474,376,293,3.6
1910,Hyderabad,Groceries,Wheat Flour,Dell,"Dube, Iyer and Sehgal",137292,323,204,3.6
1911,Hyderabad,Groceries,Wheat Flour,Boat,"Raja, Bahri and Kapur",137939,386,214,3.7
1912,Hyderabad,Groceries,Wheat Flour,Samsung,Buch-Saraf,40599,319,209,4.2
1913,Hyderabad,Groceries,Wheat Flour,Sony,Dash-Roy,87236,279,39,4.6
1914,Hyderabad,Groceries,Wheat Flour,Samsung,"Sarin, Butala and Das",51818,397,59,4.4
1915,Hyderabad,Groceries,Cooking Oil,Apple,Anne-Kashyap,45995,182,93,4.4
1916,Hyderabad,Groceries,Cooking Oil,Godrej,Kumer-Gopal,104939,25,12,3.6
1917,Hyderabad,Groceries,Cooking Oil,LG,Kumar LLC,132497,285,79,5.0
1918,Hyderabad,Groceries,Cooking Oil,Bajaj,Khanna-Kapur,144658,127,77,4.4
1919,Hyderabad,Groceries,Cooking Oil,Tata,Kibe Inc,12380,302,107,4.5
1920,Hyderabad,Groceries,Sugar,Ikea,Brar LLC,93693,181,86,4.7
1921,Hyderabad,Groceries,Sugar,Samsung,"Jha, Shah and Kari",138282,162,2,3.8
1922,Hyderabad,Groceries,Sugar,Dell,Edwin-Bhattacharyya,66993,430,355,4.9
1923,Hyderabad,Groceries,Sugar,LG,"Sarna, Saxena and Bansal",127353,233,195,3.7
1924,Hyderabad,Groceries,Sugar,Adidas,Mahal LLC,98935,136,54,3.9
1925,Hyderabad,Groceries,Tea Powder,Boat,"Chaudhari, Kale and Tiwari",36727,179,136,3.7
1926,Hyderabad,Groceries,Tea Powder,Boat,Bhardwaj-Bhatia,105461,381,248,4.2
1927,Hyderabad,Groceries,Tea Powder,Philips,Bajwa and Sons,120427,457,79,3.8
1928,Hyderabad,Groceries,Tea Powder,Sony,"Varghese, Singh and Raman",18741,64,15,3.8
1929,Hyderabad,Groceries,Tea Powder,HP,Chana Ltd,34246,449,374,4.8
1930,Hyderabad,Groceries,Milk,Dell,Bail-Char,22315,168,90,4.1
1931,Hyderabad,Groceries,Milk,Samsung,Dugar-Trivedi,68711,472,170,4.3
1932,Hyderabad,Groceries,Milk,Lenovo,"Salvi, Bumb and Samra",72533,230,67,4.9
1933,Hyderabad,Groceries,Milk,Mi,Ghose-Yogi,63988,308,143,3.5
1934,Hyderabad,Groceries,Milk,HP,Hayer Group,109984,317,234,5.0
1935,Hyderabad,Groceries,Biscuits,Apple,"Vora, Khanna and Gandhi",126463,102,93,4.4
1936,Hyderabad,Groceries,Biscuits,LG,"Kapadia, Din and Dasgupta",91232,256,231,4.5
1937,Hyderabad,Groceries,Biscuits,Nike,"Walla, Bhakta and Bhandari",131124,67,57,4.9
1938,Hyderabad,Groceries,Biscuits,Dell,Verma Inc,25620,347,41,5.0
1939,Hyderabad,Groceries,Biscuits,Apple,Kapoor PLC,14322,392,117,3.7
1940,Hyderabad,Sports,Cricket Bat,Reliance,Mander-Soni,21905,64,5,4.0
1941,Hyderabad,Sports,Cricket Bat,Adidas,"Kumar, Raju and Bala",120757,87,82,4.8
1942,Hyderabad,Sports,Cricket Bat,Apple,Balay-Dara,41600,408,201,4.0
1943,Hyderabad,Sports,Cricket Bat,Ikea,Saraf-Soman,25702,458,392,4.3
1944,Hyderabad,Sports,Cricket Bat,Adidas,"Sinha, Sachdev and Dora",28742,249,242,4.5
1945,Hyderabad,Sports,Football,LG,"Dube, Wason and Chada",137386,87,18,4.4
1946,Hyderabad,Sports,Football,Bajaj,Krishna-Trivedi,41422,66,13,4.0
1947,Hyderabad,Sports,Football,Samsung,Sant-Setty,23552,267,75,4.1
1948,Hyderabad,Sports,Football,Adidas,Kapoor Ltd,112276,302,208,4.3
1949,Hyderabad,Sports,Football,Boat,Dugar-Hora,88730,474,319,3.8
1950,Hyderabad,Sports,Badminton Racket,Mi,"Sinha, Dhingra and Dhar",48487,188,84,3.9
1951,Hyderabad,Sports,Badminton Racket,HP,Swamy LLC,129598,213,122,4.5
1952,Hyderabad,Sports,Badminton Racket,Apple,"Cherian, Hari and Chada",132913,213,129,4.2
1953,Hyderabad,Sports,Badminton Racket,Tata,Bansal-Dass,56756,206,10,4.8
1954,Hyderabad,Sports,Badminton Racket,Lenovo,Gill and Sons,107515,114,100,4.7
1955,Hyderabad,Sports,Gym Gloves,Bajaj,Bhatia-Barad,119241,240,1,3.8
1956,Hyderabad,Sports,Gym Gloves,LG,"Deshmukh, Bansal and Deshmukh",145904,296,10,3.7
1957,Hyderabad,Sports,Gym Gloves,Sony,Krish PLC,87872,255,168,4.9
1958,Hyderabad,Sports,Gym Gloves,Lenovo,"Chacko, Barman and Srinivasan",86535,366,248,4.1
1959,Hyderabad,Sports,Gym Gloves,Reliance,Sanghvi Group,40608,242,58,4.8
1960,Hyderabad,Sports,Yoga Mat,Samsung,"Dugar, Lala and Ratta",9556,118,104,3.9
1961,Hyderabad,Sports,Yoga Mat,Philips,"Swaminathan, Manda and Kaur",144495,37,25,4.4
1962,Hyderabad,Sports,Yoga Mat,Tata,"Kala, Ahluwalia and Biswas",57440,116,28,3.8
1963,Hyderabad,Sports,Yoga Mat,Puma,Raval LLC,16011,351,206,4.4
1964,Hyderabad,Sports,Yoga Mat,Prestige,"Bahri, Shan and Sura",129675,91,13,4.2
1965,Hyderabad,Sports,Cycling Helmet,Puma,Sengupta Ltd,89077,41,34,3.9
1966,Hyderabad,Sports,Cycling Helmet,Lenovo,"Krishna, Rastogi and Bala",108542,289,210,3.8
1967,Hyderabad,Sports,Cycling Helmet,Adidas,Anand Group,30838,389,84,3.8
1968,Hyderabad,Sports,Cycling Helmet,Puma,"Rau, Chand and Bhat",139917,258,197,4.8
1969,Hyderabad,Sports,Cycling Helmet,Prestige,Dua PLC,106072,172,67,4.4
1970,Hyderabad,Beauty,Face Wash,Prestige,Rau Inc,82228,39,13,4.4
1971,Hyderabad,Beauty,Face Wash,Godrej,Raj Ltd,73303,238,49,4.0
1972,Hyderabad,Beauty,Face Wash,Mi,Tailor-Raju,74062,335,148,3.7
1973,Hyderabad,Beauty,Face Wash,Reliance,Wali-Ray,16650,61,18,5.0
1974,Hyderabad,Beauty,Face Wash,Bajaj,Chaudhari-Bhakta,107880,468,334,4.7
1975,Hyderabad,Beauty,Lipstick,Tata,Lall and Sons,85753,104,30,4.7
1976,Hyderabad,Beauty,Lipstick,Apple,Suri and Sons,111474,255,94,4.8
1977,Hyderabad,Beauty,Lipstick,Apple,"Dhingra, Sastry and Sangha",145111,381,260,3.7
1978,Hyderabad,Beauty,Lipstick,Apple,"Rege, Yogi and Badal",77778,307,276,4.3
1979,Hyderabad,Beauty,Lipstick,Apple,Dada Group,21506,457,427,3.6
1980,Hyderabad,Beauty,Perfume,Sony,Thaman-Choudhury,49035,433,205,4.1
1981,Hyderabad,Beauty,Perfume,Nike,Sahni Group,128731,204,178,4.9
1982,Hyderabad,Beauty,Perfume,Tata,Kaul-Shere,18602,304,64,4.3
1983,Hyderabad,Beauty,Perfume,Tata,"Kakar, Karan and Mani",116861,125,32,3.8
1984,Hyderabad,Beauty,Perfume,Dell,"Chander, Saran and Kothari",114071,444,380,4.6
1985,Hyderabad,Beauty,Shampoo,Lenovo,"Kala, Varma and Bhatt",72352,384,120,4.9
1986,Hyderabad,Beauty,Shampoo,Ikea,"Sur, Dugar and Wali",103705,229,33,4.0
1987,Hyderabad,Beauty,Shampoo,Lenovo,"Iyengar, Basu and Swamy",89331,161,34,3.9
1988,Hyderabad,Beauty,Shampoo,Boat,"Varghese, Suresh and Hayer",143043,152,8,4.7
1989,Hyderabad,Beauty,Shampoo,Lenovo,Venkatesh-Vohra,66410,143,49,4.0
1990,Hyderabad,Beauty,Body Lotion,Nike,Sama-Ahluwalia,78487,207,200,4.6
1991,Hyderabad,Beauty,Body Lotion,Bajaj,"Mahal, Borah and Handa",131129,259,99,4.6
1992,Hyderabad,Beauty,Body Lotion,Reliance,Verma-Lanka,120254,104,58,3.8
1993,Hyderabad,Beauty,Body Lotion,LG,"Khosla, Biswas and Ravel",20082,67,20,3.5
1994,Hyderabad,Beauty,Body Lotion,Lenovo,Agrawal-Dyal,103013,329,161,3.5
1995,Hyderabad,Beauty,Hair Dryer,Philips,"Buch, Cheema and Balan",122551,11,3,4.3
1996,Hyderabad,Beauty,Hair Dryer,Boat,"Seth, Ghosh and Bhattacharyya",140400,347,29,4.2
1997,Hyderabad,Beauty,Hair Dryer,Dell,Dugal LLC,15843,84,38,3.8
1998,Hyderabad,Beauty,Hair Dryer,Apple,Subramaniam-Sagar,41264,445,258,4.7
1999,Hyderabad,Beauty,Hair Dryer,Philips,Buch Group,18221,88,75,4.0
2000,Chennai,Electronics,Smartphone,Prestige,"Vohra, Chanda and Jani",74970,19,2,4.6
2001,Chennai,Electronics,Smartphone,Mi,"Solanki, Iyer and Sarraf",73302,453,189,3.7
2002,Chennai,Electronics,Smartphone,Puma,"Bansal, Gala and Chopra",107773,454,99,4.4
2003,Chennai,Electronics,Smartphone,Mi,"Ganguly, Dey and Joshi",109936,451,36,4.3
2004,Chennai,Electronics,Smartphone,Adidas,Divan Group,10116,104,42,4.0
2005,Chennai,Electronics,Laptop,Reliance,"Sura, Kala and Guha",55231,218,20,4.2
2006,Chennai,Electronics,Laptop,Sony,"Sinha, Saha and Devan",28568,201,137,3.7
2007,Chennai,Electronics,Laptop,Reliance,Swamy-Dada,35285,241,113,4.3
2008,Chennai,Electronics,Laptop,Tata,Bal Ltd,11393,373,135,4.3
2009,Chennai,Electronics,Laptop,Lenovo,"Ramakrishnan, Vig and Vaidya",96202,380,213,3.9
2010,Chennai,Electronics,Smart TV,Bajaj,Deol-Kibe,91159,248,21,4.8
2011,Chennai,Electronics,Smart TV,Bajaj,Sethi-Bahri,54385,33,12,3.7
2012,Chennai,Electronics,Smart TV,Reliance,Kadakia-Krishnamurthy,149914,351,321,4.1
2013,Chennai,Electronics,Smart TV,Dell,Goel-Sandal,96053,391,213,3.5
2014,Chennai,Electronics,Smart TV,Reliance,"Toor, Sachdeva and Barman",115622,329,240,4.4
2015,Chennai,Electronics,Bluetooth Speaker,Puma,Bains Group,143901,320,152,3.9
2016,Chennai,Electronics,Bluetooth Speaker,Puma,"Andra, Sabharwal and Handa",76544,334,127,4.9
2017,Chennai,Electronics,Bluetooth Speaker,Mi,"Bail, Comar and Amble",86891,317,109,4.4
2018,Chennai,Electronics,Bluetooth Speaker,Nike,Shan-Barad,82382,499,79,4.1
2019,Chennai,Electronics,Bluetooth Speaker,Nike,Sarraf-Borah,143696,429,309,3.9
2020,Chennai,Electronics,Tablet,LG,Taneja-Goel,21994,319,245,4.0
2021,Chennai,Electronics,Tablet,Samsung,"Joshi, Date and Chawla",47233,130,7,4.1
2022,Chennai,Electronics,Tablet,Boat,Shere-D’Alia,136453,266,78,4.3
2023,Chennai,Electronics,Tablet,Philips,"Borde, Datta and Badami",76095,162,105,4.4
2024,Chennai,Electronics,Tablet,Apple,Andra-Butala,6006,435,144,4.3
2025,Chennai,Electronics,Gaming Console,HP,"Samra, Tandon and Salvi",143695,337,67,4.7
2026,Chennai,Electronics,Gaming Console,Adidas,Brahmbhatt Group,129956,52,44,4.9
2027,Chennai,Electronics,Gaming Console,Philips,"Badal, Bhalla and Gandhi",28946,60,16,4.4
2028,Chennai,Electronics,Gaming Console,Boat,Bajaj-Kumer,6483,128,63,4.9
2029,Chennai,Electronics,Gaming Console,Tata,Sahota LLC,70036,326,125,5.0
2030,Chennai,Electronics,Smart Watch,HP,Chaudhry-Gade,30501,408,244,3.7
2031,Chennai,Electronics,Smart Watch,Tata,Solanki-Gopal,102285,171,168,3.8
2032,Chennai,Electronics,Smart Watch,Lenovo,Ram Ltd,6845,205,100,4.2
2033,Chennai,Electronics,Smart Watch,Adidas,Andra-Sood,126897,256,85,4.6
2034,Chennai,Electronics,Smart Watch,Sony,Ram PLC,64989,393,220,4.6
2035,Chennai,Electronics,Headphones,Mi,Mani-Vasa,109431,101,15,3.7
2036,Chennai,Electronics,Headphones,Sony,"Dhawan, Dey and Dada",114987,331,51,3.9
2037,Chennai,Electronics,Headphones,Samsung,Sidhu-Contractor,96490,241,69,4.0
2038,Chennai,Electronics,Headphones,HP,Goswami LLC,80100,255,21,4.7
2039,Chennai,Electronics,Headphones,Godrej,"Aurora, Rajan and Brahmbhatt",72192,423,228,4.6
2040,Chennai,Furniture,Sofa,Sony,Warrior PLC,97928,270,72,4.7
2041,Chennai,Furniture,Sofa,Nike,Konda LLC,102369,409,98,3.9
2042,Chennai,Furniture,Sofa,Prestige,Tripathi Inc,83722,231,180,3.7
2043,Chennai,Furniture,Sofa,Apple,Jayaraman-Luthra,110122,441,425,3.7
2044,Chennai,Furniture,Sofa,Reliance,Raja Inc,106654,459,294,4.8
2045,Chennai,Furniture,Dining Table,Nike,Barman Inc,6426,320,160,3.8
2046,Chennai,Furniture,Dining Table,HP,Ratta-Sachar,26695,433,30,3.8
2047,Chennai,Furniture,Dining Table,Godrej,Gupta LLC,57550,478,346,4.9
